time,mean,min,max,climatology,anomaly
1940-01-01 00:00:00+00:00,5454.87,5406.59,5498.83,5508.72,-53.85
1940-01-02 00:00:00+00:00,5526.26,5495.48,5548.24,5508.56,17.7
1940-01-03 00:00:00+00:00,5507.85,5475.33,5536.28,5508.36,-0.5
1940-01-04 00:00:00+00:00,5475.64,5457.06,5494.71,5508.54,-32.9
1940-01-05 00:00:00+00:00,5518.67,5499.15,5543.4,5508.6,10.08
1940-01-06 00:00:00+00:00,5565.74,5546.0,5587.64,5508.22,57.52
1940-01-07 00:00:00+00:00,5600.31,5592.79,5617.22,5507.77,92.53
1940-01-08 00:00:00+00:00,5586.57,5566.42,5608.43,5507.21,79.36
1940-01-09 00:00:00+00:00,5595.41,5570.67,5621.96,5506.33,89.09
1940-01-10 00:00:00+00:00,5592.23,5580.61,5602.29,5504.9,87.33
1940-01-11 00:00:00+00:00,5582.92,5564.38,5617.37,5503.3,79.62
1940-01-12 00:00:00+00:00,5655.32,5641.23,5671.39,5502.28,153.04
1940-01-13 00:00:00+00:00,5709.59,5696.74,5721.9,5501.76,207.83
1940-01-14 00:00:00+00:00,5669.37,5630.33,5709.68,5501.25,168.12
1940-01-15 00:00:00+00:00,5518.13,5441.39,5595.52,5501.16,16.97
1940-01-16 00:00:00+00:00,5285.47,5182.16,5390.21,5501.48,-216.01
1940-01-17 00:00:00+00:00,5162.68,5125.0,5211.87,5501.58,-338.9
1940-01-18 00:00:00+00:00,5235.72,5224.76,5248.03,5501.21,-265.49
1940-01-19 00:00:00+00:00,5250.39,5244.41,5253.83,5501.12,-250.73
1940-01-20 00:00:00+00:00,5268.13,5262.09,5272.2,5500.9,-232.77
1940-01-21 00:00:00+00:00,5214.9,5187.58,5252.09,5500.48,-285.58
1940-01-22 00:00:00+00:00,5196.45,5166.37,5242.71,5499.54,-303.08
1940-01-23 00:00:00+00:00,5327.6,5275.35,5386.9,5498.53,-170.93
1940-01-24 00:00:00+00:00,5461.55,5424.67,5500.26,5497.85,-36.31
1940-01-25 00:00:00+00:00,5529.44,5508.18,5546.48,5497.67,31.77
1940-01-26 00:00:00+00:00,5548.51,5539.98,5559.72,5497.76,50.75
1940-01-27 00:00:00+00:00,5477.39,5463.11,5494.02,5497.82,-20.43
1940-01-28 00:00:00+00:00,5491.75,5479.89,5500.47,5497.71,-5.95
1940-01-29 00:00:00+00:00,5441.02,5429.58,5459.56,5496.97,-55.95
1940-01-30 00:00:00+00:00,5400.09,5394.62,5410.35,5495.9,-95.81
1940-01-31 00:00:00+00:00,5371.44,5368.52,5373.64,5494.8,-123.36
1940-02-01 00:00:00+00:00,5352.75,5346.1,5356.57,5493.81,-141.06
1940-02-02 00:00:00+00:00,5406.65,5372.3,5439.06,5493.17,-86.51
1940-02-03 00:00:00+00:00,5442.04,5429.28,5459.61,5492.16,-50.12
1940-02-04 00:00:00+00:00,5429.65,5418.4,5450.29,5491.92,-62.28
1940-02-05 00:00:00+00:00,5454.09,5434.75,5481.49,5492.01,-37.92
1940-02-06 00:00:00+00:00,5505.47,5486.23,5529.1,5492.33,13.14
1940-02-07 00:00:00+00:00,5541.03,5525.13,5547.7,5492.55,48.48
1940-02-08 00:00:00+00:00,5486.62,5475.89,5498.69,5492.98,-6.37
1940-02-09 00:00:00+00:00,5461.5,5417.7,5494.26,5493.52,-32.02
1940-02-10 00:00:00+00:00,5398.92,5378.96,5427.25,5493.94,-95.02
1940-02-11 00:00:00+00:00,5381.34,5343.59,5426.52,5494.25,-112.91
1940-02-12 00:00:00+00:00,5286.39,5255.59,5340.23,5494.73,-208.34
1940-02-13 00:00:00+00:00,5226.65,5207.63,5244.03,5495.56,-268.91
1940-02-14 00:00:00+00:00,5239.2,5195.84,5276.08,5496.82,-257.61
1940-02-15 00:00:00+00:00,5309.0,5286.74,5330.85,5497.38,-188.38
1940-02-16 00:00:00+00:00,5365.13,5339.24,5406.51,5497.92,-132.79
1940-02-17 00:00:00+00:00,5312.32,5286.57,5357.48,5498.55,-186.23
1940-02-18 00:00:00+00:00,5433.98,5373.02,5471.92,5499.69,-65.71
1940-02-19 00:00:00+00:00,5474.52,5458.55,5489.1,5500.33,-25.81
1940-02-20 00:00:00+00:00,5579.4,5521.38,5630.01,5500.95,78.45
1940-02-21 00:00:00+00:00,5694.44,5671.74,5717.64,5501.14,193.31
1940-02-22 00:00:00+00:00,5699.67,5672.31,5726.14,5501.39,198.28
1940-02-23 00:00:00+00:00,5592.64,5560.48,5636.84,5501.49,91.15
1940-02-24 00:00:00+00:00,5518.35,5475.3,5559.03,5501.53,16.83
1940-02-25 00:00:00+00:00,5593.34,5579.01,5608.79,5501.14,92.2
1940-02-26 00:00:00+00:00,5585.42,5578.63,5599.76,5501.13,84.29
1940-02-27 00:00:00+00:00,5551.81,5535.12,5567.38,5501.21,50.6
1940-02-28 00:00:00+00:00,5519.74,5510.48,5538.33,5501.91,17.83
1940-02-29 00:00:00+00:00,5599.45,5571.0,5626.62,5502.23,97.22
1940-03-01 00:00:00+00:00,5657.24,5640.39,5677.76,5502.55,154.69
1940-03-02 00:00:00+00:00,5678.22,5672.95,5684.11,5503.0,175.22
1940-03-03 00:00:00+00:00,5641.76,5620.97,5657.95,5503.03,138.73
1940-03-04 00:00:00+00:00,5613.37,5587.89,5628.21,5503.03,110.34
1940-03-05 00:00:00+00:00,5435.55,5355.49,5532.95,5503.08,-67.53
1940-03-06 00:00:00+00:00,5363.27,5330.89,5410.6,5503.39,-140.12
1940-03-07 00:00:00+00:00,5413.69,5399.19,5424.66,5503.96,-90.28
1940-03-08 00:00:00+00:00,5475.15,5447.85,5508.41,5504.4,-29.25
1940-03-09 00:00:00+00:00,5552.13,5522.92,5581.95,5505.04,47.1
1940-03-10 00:00:00+00:00,5554.03,5543.02,5566.48,5506.07,47.96
1940-03-11 00:00:00+00:00,5523.02,5516.72,5531.62,5507.18,15.85
1940-03-12 00:00:00+00:00,5449.18,5395.01,5492.95,5508.35,-59.17
1940-03-13 00:00:00+00:00,5332.25,5310.96,5349.38,5509.34,-177.09
1940-03-14 00:00:00+00:00,5286.99,5254.44,5352.44,5509.88,-222.89
1940-03-15 00:00:00+00:00,5365.54,5304.35,5414.45,5510.43,-144.89
1940-03-16 00:00:00+00:00,5489.83,5432.61,5550.05,5511.34,-21.51
1940-03-17 00:00:00+00:00,5595.08,5577.18,5611.19,5511.9,83.18
1940-03-18 00:00:00+00:00,5648.56,5639.22,5657.68,5512.09,136.47
1940-03-19 00:00:00+00:00,5532.4,5504.85,5603.45,5512.25,20.15
1940-03-20 00:00:00+00:00,5474.42,5462.03,5505.25,5512.39,-37.97
1940-03-21 00:00:00+00:00,5555.8,5512.71,5597.31,5513.0,42.79
1940-03-22 00:00:00+00:00,5561.47,5547.99,5579.48,5514.46,47.02
1940-03-23 00:00:00+00:00,5524.01,5515.46,5538.69,5515.78,8.23
1940-03-24 00:00:00+00:00,5512.19,5498.2,5523.94,5517.23,-5.04
1940-03-25 00:00:00+00:00,5498.99,5486.97,5508.25,5518.66,-19.67
1940-03-26 00:00:00+00:00,5435.32,5407.13,5475.31,5520.02,-84.7
1940-03-27 00:00:00+00:00,5348.3,5315.71,5391.16,5520.97,-172.67
1940-03-28 00:00:00+00:00,5292.98,5254.61,5327.67,5521.72,-228.74
1940-03-29 00:00:00+00:00,5428.99,5369.74,5470.26,5522.89,-93.9
1940-03-30 00:00:00+00:00,5449.74,5403.0,5519.45,5524.23,-74.49
1940-03-31 00:00:00+00:00,5622.27,5589.81,5641.13,5525.96,96.31
1940-04-01 00:00:00+00:00,5625.1,5603.0,5644.5,5528.01,97.09
1940-04-02 00:00:00+00:00,5540.42,5493.58,5580.61,5530.22,10.19
1940-04-03 00:00:00+00:00,5461.45,5442.45,5487.15,5532.6,-71.15
1940-04-04 00:00:00+00:00,5491.84,5473.02,5520.78,5534.99,-43.15
1940-04-05 00:00:00+00:00,5498.06,5454.48,5560.26,5537.37,-39.31
1940-04-06 00:00:00+00:00,5602.04,5562.75,5649.04,5539.28,62.76
1940-04-07 00:00:00+00:00,5651.0,5636.33,5663.6,5540.97,110.03
1940-04-08 00:00:00+00:00,5520.61,5476.44,5583.05,5542.15,-21.54
1940-04-09 00:00:00+00:00,5467.79,5451.36,5485.42,5543.15,-75.36
1940-04-10 00:00:00+00:00,5484.42,5438.85,5539.35,5544.03,-59.61
1940-04-11 00:00:00+00:00,5587.26,5581.75,5593.16,5544.93,42.33
1940-04-12 00:00:00+00:00,5498.44,5419.1,5563.49,5546.01,-47.57
1940-04-13 00:00:00+00:00,5463.67,5414.37,5493.76,5547.29,-83.62
1940-04-14 00:00:00+00:00,5457.53,5427.83,5490.26,5548.1,-90.57
1940-04-15 00:00:00+00:00,5375.82,5323.76,5439.44,5548.75,-172.93
1940-04-16 00:00:00+00:00,5289.88,5270.16,5309.06,5549.45,-259.57
1940-04-17 00:00:00+00:00,5396.4,5348.03,5434.0,5550.23,-153.83
1940-04-18 00:00:00+00:00,5465.73,5462.2,5471.31,5551.25,-85.52
1940-04-19 00:00:00+00:00,5445.17,5379.53,5524.12,5552.47,-107.3
1940-04-20 00:00:00+00:00,5585.14,5555.07,5611.91,5553.45,31.69
1940-04-21 00:00:00+00:00,5661.78,5631.49,5693.14,5555.21,106.57
1940-04-22 00:00:00+00:00,5691.43,5679.48,5709.4,5557.02,134.41
1940-04-23 00:00:00+00:00,5664.24,5654.48,5673.96,5559.01,105.23
1940-04-24 00:00:00+00:00,5633.88,5624.89,5648.73,5561.17,72.72
1940-04-25 00:00:00+00:00,5586.93,5576.14,5600.08,5563.56,23.37
1940-04-26 00:00:00+00:00,5565.45,5548.38,5577.0,5566.14,-0.69
1940-04-27 00:00:00+00:00,5589.87,5576.08,5607.72,5568.62,21.24
1940-04-28 00:00:00+00:00,5612.12,5608.13,5617.32,5571.1,41.02
1940-04-29 00:00:00+00:00,5595.56,5589.36,5609.11,5573.71,21.85
1940-04-30 00:00:00+00:00,5571.71,5563.74,5584.25,5575.94,-4.23
1940-05-01 00:00:00+00:00,5547.84,5539.72,5556.37,5578.26,-30.41
1940-05-02 00:00:00+00:00,5562.21,5553.57,5568.11,5580.86,-18.65
1940-05-03 00:00:00+00:00,5575.18,5564.46,5586.27,5583.64,-8.46
1940-05-04 00:00:00+00:00,5577.26,5559.14,5600.89,5586.31,-9.05
1940-05-05 00:00:00+00:00,5600.46,5595.73,5605.98,5588.95,11.52
1940-05-06 00:00:00+00:00,5627.7,5613.87,5645.9,5591.17,36.53
1940-05-07 00:00:00+00:00,5631.92,5623.49,5640.89,5593.08,38.84
1940-05-08 00:00:00+00:00,5653.72,5646.62,5658.39,5595.37,58.35
1940-05-09 00:00:00+00:00,5670.77,5666.81,5675.13,5597.54,73.24
1940-05-10 00:00:00+00:00,5673.08,5667.22,5677.6,5599.64,73.44
1940-05-11 00:00:00+00:00,5686.96,5677.05,5701.1,5601.82,85.14
1940-05-12 00:00:00+00:00,5674.23,5661.92,5687.76,5603.77,70.46
1940-05-13 00:00:00+00:00,5668.77,5659.36,5682.03,5606.18,62.59
1940-05-14 00:00:00+00:00,5642.47,5630.02,5650.98,5608.76,33.71
1940-05-15 00:00:00+00:00,5608.76,5589.57,5631.86,5611.34,-2.58
1940-05-16 00:00:00+00:00,5554.17,5541.77,5580.4,5613.84,-59.67
1940-05-17 00:00:00+00:00,5553.57,5543.85,5564.75,5616.16,-62.59
1940-05-18 00:00:00+00:00,5597.64,5570.14,5627.8,5618.87,-21.23
1940-05-19 00:00:00+00:00,5631.6,5624.26,5642.11,5621.83,9.77
1940-05-20 00:00:00+00:00,5591.97,5580.31,5603.78,5624.91,-32.95
1940-05-21 00:00:00+00:00,5608.83,5592.02,5634.01,5627.4,-18.56
1940-05-22 00:00:00+00:00,5639.26,5632.27,5648.61,5629.33,9.93
1940-05-23 00:00:00+00:00,5629.48,5621.98,5640.59,5631.28,-1.8
1940-05-24 00:00:00+00:00,5668.82,5639.96,5704.98,5633.38,35.44
1940-05-25 00:00:00+00:00,5737.86,5710.09,5768.8,5635.59,102.27
1940-05-26 00:00:00+00:00,5755.26,5754.53,5756.12,5638.17,117.09
1940-05-27 00:00:00+00:00,5732.61,5721.99,5744.22,5641.11,91.5
1940-05-28 00:00:00+00:00,5701.15,5687.35,5717.42,5644.1,57.05
1940-05-29 00:00:00+00:00,5670.72,5648.24,5685.52,5646.83,23.9
1940-05-30 00:00:00+00:00,5638.03,5612.66,5667.16,5649.59,-11.56
1940-05-31 00:00:00+00:00,5678.35,5667.18,5689.14,5652.29,26.06
1940-06-01 00:00:00+00:00,5669.01,5643.81,5699.0,5654.59,14.43
1940-06-02 00:00:00+00:00,5733.93,5717.17,5753.97,5656.65,77.28
1940-06-03 00:00:00+00:00,5793.31,5779.76,5806.73,5658.7,134.6
1940-06-04 00:00:00+00:00,5797.82,5788.3,5804.87,5660.85,136.97
1940-06-05 00:00:00+00:00,5791.45,5787.23,5796.81,5662.87,128.58
1940-06-06 00:00:00+00:00,5772.62,5765.72,5783.23,5664.63,107.99
1940-06-07 00:00:00+00:00,5765.55,5756.69,5771.12,5666.29,99.26
1940-06-08 00:00:00+00:00,5764.05,5758.36,5767.98,5668.15,95.89
1940-06-09 00:00:00+00:00,5737.48,5725.31,5754.15,5670.27,67.21
1940-06-10 00:00:00+00:00,5715.11,5709.99,5724.39,5672.2,42.91
1940-06-11 00:00:00+00:00,5694.94,5670.33,5715.51,5673.92,21.02
1940-06-12 00:00:00+00:00,5662.79,5658.17,5666.68,5675.65,-12.86
1940-06-13 00:00:00+00:00,5658.16,5646.17,5677.2,5677.22,-19.06
1940-06-14 00:00:00+00:00,5709.74,5689.55,5735.34,5678.98,30.76
1940-06-15 00:00:00+00:00,5734.0,5726.51,5750.77,5681.07,52.92
1940-06-16 00:00:00+00:00,5758.1,5754.57,5765.88,5683.14,74.97
1940-06-17 00:00:00+00:00,5748.4,5738.63,5759.74,5684.98,63.42
1940-06-18 00:00:00+00:00,5756.59,5749.91,5760.68,5686.89,69.71
1940-06-19 00:00:00+00:00,5739.59,5725.76,5757.84,5688.93,50.65
1940-06-20 00:00:00+00:00,5744.35,5732.38,5758.66,5690.71,53.64
1940-06-21 00:00:00+00:00,5751.54,5732.77,5765.61,5692.26,59.28
1940-06-22 00:00:00+00:00,5647.06,5597.35,5712.09,5693.9,-46.84
1940-06-23 00:00:00+00:00,5588.58,5580.01,5594.75,5695.5,-106.92
1940-06-24 00:00:00+00:00,5625.58,5608.61,5639.49,5696.71,-71.13
1940-06-25 00:00:00+00:00,5625.17,5619.66,5631.97,5697.67,-72.5
1940-06-26 00:00:00+00:00,5597.96,5589.8,5611.54,5698.91,-100.95
1940-06-27 00:00:00+00:00,5620.28,5604.05,5643.71,5700.39,-80.11
1940-06-28 00:00:00+00:00,5713.18,5659.2,5759.65,5701.7,11.48
1940-06-29 00:00:00+00:00,5785.45,5775.02,5802.47,5702.99,82.46
1940-06-30 00:00:00+00:00,5827.31,5818.52,5835.39,5704.14,123.18
1940-07-01 00:00:00+00:00,5822.22,5811.73,5828.5,5705.2,117.03
1940-07-02 00:00:00+00:00,5792.06,5772.48,5814.58,5706.16,85.9
1940-07-03 00:00:00+00:00,5719.3,5680.22,5762.4,5707.07,12.23
1940-07-04 00:00:00+00:00,5621.55,5602.98,5652.44,5708.19,-86.64
1940-07-05 00:00:00+00:00,5607.38,5577.38,5641.33,5709.55,-102.17
1940-07-06 00:00:00+00:00,5668.29,5647.33,5691.22,5711.17,-42.88
1940-07-07 00:00:00+00:00,5609.17,5583.97,5641.48,5712.91,-103.74
1940-07-08 00:00:00+00:00,5628.28,5605.84,5659.38,5714.28,-86.0
1940-07-09 00:00:00+00:00,5732.13,5671.25,5788.38,5715.31,16.83
1940-07-10 00:00:00+00:00,5763.27,5750.75,5774.29,5716.37,46.89
1940-07-11 00:00:00+00:00,5698.29,5672.22,5730.02,5717.3,-19.01
1940-07-12 00:00:00+00:00,5609.16,5589.39,5649.38,5718.38,-109.23
1940-07-13 00:00:00+00:00,5592.26,5583.4,5605.4,5719.24,-126.98
1940-07-14 00:00:00+00:00,5642.32,5615.17,5677.29,5719.82,-77.51
1940-07-15 00:00:00+00:00,5686.71,5663.9,5698.69,5720.3,-33.59
1940-07-16 00:00:00+00:00,5591.56,5562.99,5623.28,5721.04,-129.48
1940-07-17 00:00:00+00:00,5608.64,5591.65,5621.76,5721.94,-113.3
1940-07-18 00:00:00+00:00,5596.92,5590.94,5608.96,5722.25,-125.33
1940-07-19 00:00:00+00:00,5642.89,5606.15,5677.1,5722.38,-79.49
1940-07-20 00:00:00+00:00,5695.16,5682.12,5707.66,5722.58,-27.43
1940-07-21 00:00:00+00:00,5651.88,5622.66,5683.98,5723.06,-71.18
1940-07-22 00:00:00+00:00,5622.63,5613.3,5640.81,5723.83,-101.2
1940-07-23 00:00:00+00:00,5668.24,5639.44,5687.68,5724.56,-56.32
1940-07-24 00:00:00+00:00,5699.42,5678.11,5722.86,5724.96,-25.54
1940-07-25 00:00:00+00:00,5706.05,5690.89,5728.16,5724.85,-18.79
1940-07-26 00:00:00+00:00,5674.82,5659.03,5690.44,5724.59,-49.77
1940-07-27 00:00:00+00:00,5686.18,5674.3,5692.81,5724.4,-38.22
1940-07-28 00:00:00+00:00,5678.28,5650.96,5704.56,5724.29,-46.01
1940-07-29 00:00:00+00:00,5676.3,5668.99,5690.42,5724.07,-47.77
1940-07-30 00:00:00+00:00,5707.56,5668.04,5757.65,5723.82,-16.26
1940-07-31 00:00:00+00:00,5772.74,5764.41,5783.59,5723.72,49.02
1940-08-01 00:00:00+00:00,5804.62,5787.89,5817.62,5723.86,80.76
1940-08-02 00:00:00+00:00,5819.81,5809.84,5826.02,5723.99,95.82
1940-08-03 00:00:00+00:00,5844.25,5836.08,5848.88,5724.27,119.98
1940-08-04 00:00:00+00:00,5862.84,5856.95,5867.59,5724.29,138.55
1940-08-05 00:00:00+00:00,5842.35,5826.39,5858.15,5724.25,118.1
1940-08-06 00:00:00+00:00,5790.08,5782.04,5804.12,5724.42,65.66
1940-08-07 00:00:00+00:00,5785.58,5782.0,5789.09,5724.6,60.98
1940-08-08 00:00:00+00:00,5774.93,5766.32,5778.33,5724.62,50.31
1940-08-09 00:00:00+00:00,5766.76,5749.32,5774.8,5724.53,42.23
1940-08-10 00:00:00+00:00,5729.94,5709.32,5761.56,5724.4,5.55
1940-08-11 00:00:00+00:00,5714.85,5706.59,5735.14,5724.46,-9.61
1940-08-12 00:00:00+00:00,5706.95,5693.72,5718.51,5724.32,-17.38
1940-08-13 00:00:00+00:00,5738.88,5719.94,5761.12,5724.05,14.83
1940-08-14 00:00:00+00:00,5760.04,5755.01,5765.68,5723.66,36.38
1940-08-15 00:00:00+00:00,5761.46,5754.82,5769.36,5722.73,38.73
1940-08-16 00:00:00+00:00,5778.05,5758.74,5815.33,5721.64,56.41
1940-08-17 00:00:00+00:00,5804.77,5787.35,5815.07,5720.57,84.2
1940-08-18 00:00:00+00:00,5799.86,5794.12,5811.0,5719.57,80.29
1940-08-19 00:00:00+00:00,5727.34,5688.93,5774.59,5718.66,8.68
1940-08-20 00:00:00+00:00,5682.58,5655.89,5698.41,5717.98,-35.41
1940-08-21 00:00:00+00:00,5589.33,5471.08,5671.53,5717.59,-128.25
1940-08-22 00:00:00+00:00,5475.69,5427.63,5552.09,5716.93,-241.24
1940-08-23 00:00:00+00:00,5596.36,5591.55,5601.72,5716.02,-119.66
1940-08-24 00:00:00+00:00,5651.55,5603.29,5714.17,5715.22,-63.67
1940-08-25 00:00:00+00:00,5768.91,5749.66,5796.14,5714.34,54.57
1940-08-26 00:00:00+00:00,5795.78,5786.16,5808.1,5712.97,82.82
1940-08-27 00:00:00+00:00,5766.44,5761.89,5774.88,5711.83,54.6
1940-08-28 00:00:00+00:00,5783.93,5772.24,5798.66,5711.01,72.93
1940-08-29 00:00:00+00:00,5762.51,5729.55,5793.66,5710.11,52.4
1940-08-30 00:00:00+00:00,5746.24,5734.72,5769.35,5709.31,36.93
1940-08-31 00:00:00+00:00,5802.6,5777.43,5823.25,5708.22,94.38
1940-09-01 00:00:00+00:00,5825.36,5817.19,5834.66,5706.58,118.78
1940-09-02 00:00:00+00:00,5792.63,5783.69,5804.69,5704.78,87.84
1940-09-03 00:00:00+00:00,5781.49,5770.8,5787.91,5703.2,78.29
1940-09-04 00:00:00+00:00,5792.95,5781.01,5808.97,5701.47,91.49
1940-09-05 00:00:00+00:00,5812.15,5810.49,5813.64,5699.53,112.63
1940-09-06 00:00:00+00:00,5802.49,5794.28,5807.83,5697.4,105.09
1940-09-07 00:00:00+00:00,5777.96,5756.12,5808.13,5695.55,82.41
1940-09-08 00:00:00+00:00,5706.23,5681.52,5739.73,5694.44,11.79
1940-09-09 00:00:00+00:00,5625.9,5607.42,5650.36,5693.23,-67.34
1940-09-10 00:00:00+00:00,5603.07,5593.96,5611.09,5692.04,-88.97
1940-09-11 00:00:00+00:00,5580.43,5555.09,5612.62,5690.96,-110.53
1940-09-12 00:00:00+00:00,5628.03,5601.4,5655.58,5689.89,-61.86
1940-09-13 00:00:00+00:00,5610.7,5577.88,5645.61,5689.1,-78.4
1940-09-14 00:00:00+00:00,5468.37,5450.93,5497.01,5688.03,-219.66
1940-09-15 00:00:00+00:00,5404.5,5390.39,5419.99,5686.34,-281.85
1940-09-16 00:00:00+00:00,5534.84,5451.02,5611.38,5684.53,-149.69
1940-09-17 00:00:00+00:00,5665.69,5638.01,5687.65,5682.8,-17.11
1940-09-18 00:00:00+00:00,5640.33,5625.15,5652.16,5681.15,-40.82
1940-09-19 00:00:00+00:00,5656.17,5641.2,5666.65,5679.38,-23.21
1940-09-20 00:00:00+00:00,5626.95,5607.98,5648.65,5677.3,-50.34
1940-09-21 00:00:00+00:00,5684.39,5672.69,5700.74,5674.85,9.54
1940-09-22 00:00:00+00:00,5718.11,5711.08,5726.64,5672.59,45.52
1940-09-23 00:00:00+00:00,5650.46,5623.39,5689.57,5670.73,-20.27
1940-09-24 00:00:00+00:00,5614.44,5606.11,5621.81,5669.14,-54.7
1940-09-25 00:00:00+00:00,5621.64,5609.04,5644.44,5667.5,-45.85
1940-09-26 00:00:00+00:00,5718.63,5681.08,5753.2,5665.69,52.94
1940-09-27 00:00:00+00:00,5787.69,5768.41,5818.66,5664.06,123.63
1940-09-28 00:00:00+00:00,5687.86,5624.64,5770.37,5662.6,25.26
1940-09-29 00:00:00+00:00,5666.48,5642.47,5692.93,5660.86,5.63
1940-09-30 00:00:00+00:00,5679.53,5671.78,5688.47,5659.02,20.51
1940-10-01 00:00:00+00:00,5627.45,5595.96,5662.65,5657.42,-29.97
1940-10-02 00:00:00+00:00,5600.58,5589.14,5613.18,5655.71,-55.14
1940-10-03 00:00:00+00:00,5608.98,5603.63,5615.34,5653.51,-44.53
1940-10-04 00:00:00+00:00,5590.07,5566.84,5633.26,5650.91,-60.83
1940-10-05 00:00:00+00:00,5645.85,5639.23,5655.32,5648.18,-2.33
1940-10-06 00:00:00+00:00,5641.99,5623.37,5650.38,5645.61,-3.62
1940-10-07 00:00:00+00:00,5558.99,5538.38,5570.33,5643.39,-84.4
1940-10-08 00:00:00+00:00,5611.42,5596.47,5631.05,5641.07,-29.65
1940-10-09 00:00:00+00:00,5599.56,5576.54,5612.79,5638.27,-38.71
1940-10-10 00:00:00+00:00,5512.83,5496.44,5539.83,5635.36,-122.52
1940-10-11 00:00:00+00:00,5558.59,5538.21,5577.15,5632.55,-73.96
1940-10-12 00:00:00+00:00,5611.62,5591.49,5624.8,5630.03,-18.41
1940-10-13 00:00:00+00:00,5621.76,5608.27,5648.08,5627.43,-5.67
1940-10-14 00:00:00+00:00,5655.35,5649.09,5659.92,5624.98,30.37
1940-10-15 00:00:00+00:00,5658.25,5639.98,5686.53,5622.83,35.42
1940-10-16 00:00:00+00:00,5695.5,5692.56,5699.35,5620.87,74.64
1940-10-17 00:00:00+00:00,5694.82,5687.49,5699.68,5619.17,75.65
1940-10-18 00:00:00+00:00,5692.53,5685.76,5697.01,5617.1,75.43
1940-10-19 00:00:00+00:00,5676.25,5669.4,5684.01,5614.66,61.59
1940-10-20 00:00:00+00:00,5676.14,5667.12,5682.17,5611.88,64.27
1940-10-21 00:00:00+00:00,5630.62,5614.48,5650.85,5608.79,21.83
1940-10-22 00:00:00+00:00,5589.58,5581.34,5601.21,5605.69,-16.12
1940-10-23 00:00:00+00:00,5565.1,5554.17,5578.4,5602.78,-37.68
1940-10-24 00:00:00+00:00,5514.99,5502.17,5534.97,5600.32,-85.33
1940-10-25 00:00:00+00:00,5459.02,5437.9,5482.8,5598.44,-139.42
1940-10-26 00:00:00+00:00,5395.33,5383.29,5418.6,5596.29,-200.96
1940-10-27 00:00:00+00:00,5404.27,5375.95,5441.1,5593.85,-189.58
1940-10-28 00:00:00+00:00,5457.58,5450.89,5465.94,5591.22,-133.64
1940-10-29 00:00:00+00:00,5431.83,5414.68,5456.95,5588.64,-156.81
1940-10-30 00:00:00+00:00,5478.73,5421.03,5544.75,5586.07,-107.34
1940-10-31 00:00:00+00:00,5614.31,5586.78,5635.23,5583.7,30.6
1940-11-01 00:00:00+00:00,5595.73,5572.67,5610.61,5581.85,13.88
1940-11-02 00:00:00+00:00,5531.89,5520.67,5544.2,5579.94,-48.05
1940-11-03 00:00:00+00:00,5528.68,5518.68,5543.47,5577.79,-49.11
1940-11-04 00:00:00+00:00,5513.6,5483.25,5533.71,5575.39,-61.79
1940-11-05 00:00:00+00:00,5494.16,5479.58,5508.52,5573.15,-78.99
1940-11-06 00:00:00+00:00,5395.82,5371.18,5422.0,5571.37,-175.54
1940-11-07 00:00:00+00:00,5472.51,5402.5,5524.8,5569.51,-96.99
1940-11-08 00:00:00+00:00,5539.06,5525.46,5555.23,5567.13,-28.07
1940-11-09 00:00:00+00:00,5493.62,5471.07,5511.79,5564.8,-71.18
1940-11-10 00:00:00+00:00,5474.71,5468.86,5481.68,5563.21,-88.5
1940-11-11 00:00:00+00:00,5463.01,5451.76,5470.78,5561.49,-98.49
1940-11-12 00:00:00+00:00,5371.67,5321.85,5428.24,5559.68,-188.01
1940-11-13 00:00:00+00:00,5375.35,5327.97,5404.73,5557.54,-182.19
1940-11-14 00:00:00+00:00,5405.58,5388.39,5422.19,5555.25,-149.67
1940-11-15 00:00:00+00:00,5378.78,5344.93,5407.1,5553.29,-174.5
1940-11-16 00:00:00+00:00,5297.47,5266.3,5337.8,5551.33,-253.86
1940-11-17 00:00:00+00:00,5238.92,5228.11,5250.03,5549.63,-310.72
1940-11-18 00:00:00+00:00,5281.14,5245.31,5308.53,5548.24,-267.1
1940-11-19 00:00:00+00:00,5364.29,5318.0,5411.11,5546.79,-182.49
1940-11-20 00:00:00+00:00,5499.98,5457.12,5522.39,5545.09,-45.11
1940-11-21 00:00:00+00:00,5604.03,5547.71,5636.75,5543.95,60.08
1940-11-22 00:00:00+00:00,5566.05,5514.29,5614.73,5542.98,23.07
1940-11-23 00:00:00+00:00,5638.11,5622.67,5645.2,5542.01,96.1
1940-11-24 00:00:00+00:00,5624.4,5613.21,5637.39,5540.63,83.77
1940-11-25 00:00:00+00:00,5702.93,5659.04,5739.29,5538.91,164.02
1940-11-26 00:00:00+00:00,5751.62,5731.61,5762.83,5536.95,214.67
1940-11-27 00:00:00+00:00,5673.14,5620.65,5729.42,5534.59,138.54
1940-11-28 00:00:00+00:00,5520.34,5473.85,5548.55,5532.3,-11.96
1940-11-29 00:00:00+00:00,5463.0,5435.17,5482.36,5530.63,-67.63
1940-11-30 00:00:00+00:00,5518.3,5478.7,5558.6,5529.07,-10.78
1940-12-01 00:00:00+00:00,5617.95,5604.98,5630.18,5527.39,90.56
