time,mean,min,max,source,climatology,anomaly
1991-03-27 00:00:00+00:00,6.71,1.77,11.7,ERA5,7.95,-1.24
1991-03-28 00:00:00+00:00,6.71,3.51,10.41,ERA5,8.05,-1.34
1991-03-29 00:00:00+00:00,5.4,-0.04,10.39,ERA5,8.16,-2.75
1991-03-30 00:00:00+00:00,4.37,-1.83,9.71,ERA5,8.27,-3.89
1991-03-31 00:00:00+00:00,7.69,2.8,12.26,ERA5,8.38,-0.69
1991-04-01 00:00:00+00:00,10.59,7.93,14.38,ERA5,8.49,2.1
1991-04-02 00:00:00+00:00,11.0,7.18,15.64,ERA5,8.6,2.4
1991-04-03 00:00:00+00:00,8.77,4.3,11.6,ERA5,8.71,0.06
1991-04-04 00:00:00+00:00,6.74,2.94,10.93,ERA5,8.81,-2.07
1991-04-05 00:00:00+00:00,7.53,5.21,10.5,ERA5,8.91,-1.39
1991-04-06 00:00:00+00:00,8.68,4.86,12.31,ERA5,9.02,-0.34
1991-04-07 00:00:00+00:00,9.46,7.18,11.76,ERA5,9.13,0.33
1991-04-08 00:00:00+00:00,10.1,7.07,13.55,ERA5,9.23,0.87
1991-04-09 00:00:00+00:00,10.79,6.86,14.6,ERA5,9.34,1.45
1991-04-10 00:00:00+00:00,12.19,5.54,18.43,ERA5,9.45,2.74
1991-04-11 00:00:00+00:00,14.88,9.43,21.4,ERA5,9.56,5.32
1991-04-12 00:00:00+00:00,15.42,9.37,22.79,ERA5,9.67,5.75
1991-04-13 00:00:00+00:00,14.25,7.83,20.22,ERA5,9.78,4.47
1991-04-14 00:00:00+00:00,12.52,7.93,17.96,ERA5,9.87,2.64
1991-04-15 00:00:00+00:00,13.12,6.75,19.0,ERA5,9.96,3.17
1991-04-16 00:00:00+00:00,6.58,1.98,9.5,ERA5,10.04,-3.46
1991-04-17 00:00:00+00:00,4.86,1.63,7.98,ERA5,10.13,-5.27
1991-04-18 00:00:00+00:00,3.7,0.81,6.27,ERA5,10.23,-6.53
1991-04-19 00:00:00+00:00,3.82,1.02,6.1,ERA5,10.34,-6.52
1991-04-20 00:00:00+00:00,2.51,-1.43,6.53,ERA5,10.45,-7.95
1991-04-21 00:00:00+00:00,4.1,-2.61,8.75,ERA5,10.57,-6.47
1991-04-22 00:00:00+00:00,5.23,3.33,7.58,ERA5,10.69,-5.46
1991-04-23 00:00:00+00:00,5.08,2.49,7.64,ERA5,10.81,-5.73
1991-04-24 00:00:00+00:00,5.57,-1.44,10.6,ERA5,10.93,-5.36
1991-04-25 00:00:00+00:00,6.95,0.88,12.5,ERA5,11.06,-4.11
1991-04-26 00:00:00+00:00,8.73,2.5,14.57,ERA5,11.19,-2.46
1991-04-27 00:00:00+00:00,8.93,3.03,14.47,ERA5,11.32,-2.39
1991-04-28 00:00:00+00:00,6.79,2.44,11.57,ERA5,11.45,-4.66
1991-04-29 00:00:00+00:00,7.06,0.12,11.66,ERA5,11.57,-4.51
1991-04-30 00:00:00+00:00,7.68,6.5,10.0,ERA5,11.67,-3.99
1991-05-01 00:00:00+00:00,7.19,4.84,9.43,ERA5,11.76,-4.57
1991-05-02 00:00:00+00:00,7.59,5.78,9.92,ERA5,11.87,-4.28
1991-05-03 00:00:00+00:00,6.09,4.44,8.2,ERA5,11.97,-5.88
1991-05-04 00:00:00+00:00,5.51,3.48,7.66,ERA5,12.07,-6.57
1991-05-05 00:00:00+00:00,5.95,1.6,9.1,ERA5,12.19,-6.23
1991-05-06 00:00:00+00:00,7.61,5.85,9.55,ERA5,12.31,-4.69
1991-05-07 00:00:00+00:00,7.28,4.49,8.91,ERA5,12.43,-5.14
1991-05-08 00:00:00+00:00,8.93,4.25,13.3,ERA5,12.55,-3.62
1991-05-09 00:00:00+00:00,9.9,3.67,14.91,ERA5,12.68,-2.78
1991-05-10 00:00:00+00:00,10.56,6.39,15.23,ERA5,12.79,-2.23
1991-05-11 00:00:00+00:00,10.47,4.12,16.03,ERA5,12.91,-2.44
1991-05-12 00:00:00+00:00,11.05,7.91,14.42,ERA5,13.01,-1.97
1991-05-13 00:00:00+00:00,11.96,5.49,16.45,ERA5,13.12,-1.15
1991-05-14 00:00:00+00:00,10.21,5.13,12.4,ERA5,13.23,-3.02
1991-05-15 00:00:00+00:00,7.78,4.71,11.25,ERA5,13.34,-5.56
1991-05-16 00:00:00+00:00,7.22,4.3,10.0,ERA5,13.44,-6.22
1991-05-17 00:00:00+00:00,7.31,3.51,10.91,ERA5,13.54,-6.23
1991-05-18 00:00:00+00:00,8.11,3.17,12.13,ERA5,13.66,-5.55
1991-05-19 00:00:00+00:00,10.82,3.39,15.22,ERA5,13.78,-2.96
1991-05-20 00:00:00+00:00,14.06,10.77,17.61,ERA5,13.9,0.16
1991-05-21 00:00:00+00:00,15.06,10.06,19.89,ERA5,14.01,1.04
1991-05-22 00:00:00+00:00,13.93,7.89,18.62,ERA5,14.1,-0.16
1991-05-23 00:00:00+00:00,9.63,4.63,13.21,ERA5,14.17,-4.54
1991-05-24 00:00:00+00:00,9.83,4.6,15.46,ERA5,14.26,-4.42
1991-05-25 00:00:00+00:00,10.8,5.73,15.91,ERA5,14.34,-3.54
1991-05-26 00:00:00+00:00,11.28,8.24,14.62,ERA5,14.42,-3.14
1991-05-27 00:00:00+00:00,11.68,8.2,15.1,ERA5,14.52,-2.84
1991-05-28 00:00:00+00:00,12.25,9.73,15.23,ERA5,14.62,-2.37
1991-05-29 00:00:00+00:00,13.77,8.27,19.36,ERA5,14.72,-0.95
1991-05-30 00:00:00+00:00,15.55,8.95,21.92,ERA5,14.82,0.73
1991-05-31 00:00:00+00:00,12.56,8.81,16.6,ERA5,14.92,-2.36
1991-06-01 00:00:00+00:00,10.41,6.29,14.15,ERA5,15.02,-4.61
1991-06-02 00:00:00+00:00,10.96,4.65,16.32,ERA5,15.13,-4.17
1991-06-03 00:00:00+00:00,8.45,4.56,10.41,ERA5,15.24,-6.79
1991-06-04 00:00:00+00:00,8.38,3.82,12.2,ERA5,15.36,-6.98
1991-06-05 00:00:00+00:00,10.68,3.18,15.32,ERA5,15.47,-4.79
1991-06-06 00:00:00+00:00,11.76,9.28,14.82,ERA5,15.55,-3.79
1991-06-07 00:00:00+00:00,13.04,11.35,15.57,ERA5,15.62,-2.58
1991-06-08 00:00:00+00:00,13.12,10.73,14.94,ERA5,15.69,-2.57
1991-06-09 00:00:00+00:00,14.32,12.54,17.44,ERA5,15.75,-1.43
1991-06-10 00:00:00+00:00,13.46,11.56,16.17,ERA5,15.82,-2.36
1991-06-11 00:00:00+00:00,14.01,10.41,16.42,ERA5,15.9,-1.88
1991-06-12 00:00:00+00:00,14.95,11.3,17.84,ERA5,15.97,-1.02
1991-06-13 00:00:00+00:00,12.53,10.1,15.01,ERA5,16.04,-3.51
1991-06-14 00:00:00+00:00,13.14,8.96,16.55,ERA5,16.12,-2.98
1991-06-15 00:00:00+00:00,13.16,10.42,15.71,ERA5,16.21,-3.05
1991-06-16 00:00:00+00:00,11.77,7.96,14.64,ERA5,16.3,-4.53
1991-06-17 00:00:00+00:00,11.42,5.81,15.63,ERA5,16.38,-4.96
1991-06-18 00:00:00+00:00,11.49,9.54,14.01,ERA5,16.46,-4.98
1991-06-19 00:00:00+00:00,10.94,9.2,13.53,ERA5,16.56,-5.62
1991-06-20 00:00:00+00:00,12.18,10.29,14.51,ERA5,16.65,-4.47
1991-06-21 00:00:00+00:00,15.05,10.09,18.64,ERA5,16.72,-1.67
1991-06-22 00:00:00+00:00,16.39,13.32,18.6,ERA5,16.8,-0.41
1991-06-23 00:00:00+00:00,16.26,13.37,18.31,ERA5,16.87,-0.61
1991-06-24 00:00:00+00:00,16.13,14.87,17.52,ERA5,16.94,-0.81
1991-06-25 00:00:00+00:00,18.66,16.01,21.63,ERA5,17.01,1.65
1991-06-26 00:00:00+00:00,16.19,12.82,18.51,ERA5,17.08,-0.89
1991-06-27 00:00:00+00:00,11.78,9.9,13.48,ERA5,17.14,-5.36
1991-06-28 00:00:00+00:00,12.64,10.53,14.58,ERA5,17.2,-4.55
1991-06-29 00:00:00+00:00,14.24,10.43,18.18,ERA5,17.27,-3.03
1991-06-30 00:00:00+00:00,15.87,10.82,20.05,ERA5,17.33,-1.46
1991-07-01 00:00:00+00:00,17.18,15.23,19.31,ERA5,17.4,-0.22
1991-07-02 00:00:00+00:00,18.68,14.53,24.56,ERA5,17.46,1.22
1991-07-03 00:00:00+00:00,19.86,15.8,24.8,ERA5,17.52,2.34
1991-07-04 00:00:00+00:00,22.17,16.51,27.15,ERA5,17.57,4.6
1991-07-05 00:00:00+00:00,23.73,17.82,28.47,ERA5,17.63,6.09
1991-07-06 00:00:00+00:00,22.63,17.92,25.6,ERA5,17.7,4.94
1991-07-07 00:00:00+00:00,21.2,16.33,26.72,ERA5,17.76,3.44
1991-07-08 00:00:00+00:00,20.51,17.31,23.13,ERA5,17.81,2.7
1991-07-09 00:00:00+00:00,17.26,13.94,20.46,ERA5,17.85,-0.6
1991-07-10 00:00:00+00:00,18.82,9.93,25.0,ERA5,17.9,0.92
1991-07-11 00:00:00+00:00,25.51,18.06,31.26,ERA5,17.94,7.58
1991-07-12 00:00:00+00:00,19.05,15.91,22.0,ERA5,17.98,1.07
1991-07-13 00:00:00+00:00,16.64,14.79,18.64,ERA5,18.03,-1.39
1991-07-14 00:00:00+00:00,17.23,14.69,19.82,ERA5,18.07,-0.85
1991-07-15 00:00:00+00:00,15.41,13.04,17.56,ERA5,18.1,-2.69
1991-07-16 00:00:00+00:00,15.52,12.67,18.73,ERA5,18.14,-2.62
1991-07-17 00:00:00+00:00,15.92,11.98,19.75,ERA5,18.18,-2.25
1991-07-18 00:00:00+00:00,15.11,11.96,17.09,ERA5,18.2,-3.09
1991-07-19 00:00:00+00:00,15.22,13.81,16.6,ERA5,18.22,-3.0
1991-07-20 00:00:00+00:00,16.05,13.35,19.49,ERA5,18.25,-2.21
1991-07-21 00:00:00+00:00,16.43,13.16,20.64,ERA5,18.27,-1.84
1991-07-22 00:00:00+00:00,17.56,11.1,22.7,ERA5,18.3,-0.74
1991-07-23 00:00:00+00:00,21.07,13.1,28.02,ERA5,18.33,2.74
1991-07-24 00:00:00+00:00,16.28,13.55,19.3,ERA5,18.35,-2.08
1991-07-25 00:00:00+00:00,15.02,13.26,17.69,ERA5,18.36,-3.34
1991-07-26 00:00:00+00:00,15.86,12.57,19.29,ERA5,18.37,-2.51
1991-07-27 00:00:00+00:00,15.87,11.21,20.73,ERA5,18.37,-2.5
1991-07-28 00:00:00+00:00,19.26,11.87,25.19,ERA5,18.36,0.9
1991-07-29 00:00:00+00:00,21.71,15.31,27.65,ERA5,18.34,3.37
1991-07-30 00:00:00+00:00,21.02,15.49,26.49,ERA5,18.31,2.71
1991-07-31 00:00:00+00:00,17.4,13.97,21.67,ERA5,18.28,-0.88
1991-08-01 00:00:00+00:00,18.64,12.44,23.14,ERA5,18.25,0.39
1991-08-02 00:00:00+00:00,19.06,14.66,23.85,ERA5,18.21,0.86
1991-08-03 00:00:00+00:00,18.48,14.06,22.64,ERA5,18.17,0.31
1991-08-04 00:00:00+00:00,19.85,15.76,23.92,ERA5,18.13,1.72
1991-08-05 00:00:00+00:00,21.15,15.34,26.08,ERA5,18.11,3.04
1991-08-06 00:00:00+00:00,23.36,17.12,29.25,ERA5,18.09,5.27
1991-08-07 00:00:00+00:00,19.98,16.8,24.14,ERA5,18.06,1.92
1991-08-08 00:00:00+00:00,17.33,13.45,20.31,ERA5,18.04,-0.71
1991-08-09 00:00:00+00:00,17.29,11.0,22.65,ERA5,18.01,-0.72
1991-08-10 00:00:00+00:00,20.17,15.81,24.96,ERA5,17.98,2.19
1991-08-11 00:00:00+00:00,19.1,15.78,22.43,ERA5,17.95,1.15
1991-08-12 00:00:00+00:00,18.34,12.44,21.56,ERA5,17.93,0.41
1991-08-13 00:00:00+00:00,17.47,11.46,22.38,ERA5,17.9,-0.43
1991-08-14 00:00:00+00:00,18.58,14.38,22.92,ERA5,17.86,0.73
1991-08-15 00:00:00+00:00,19.99,13.3,25.86,ERA5,17.81,2.18
1991-08-16 00:00:00+00:00,17.28,13.35,21.8,ERA5,17.75,-0.47
1991-08-17 00:00:00+00:00,16.21,12.92,20.04,ERA5,17.69,-1.48
1991-08-18 00:00:00+00:00,15.15,10.31,18.66,ERA5,17.62,-2.46
1991-08-19 00:00:00+00:00,15.41,8.66,21.26,ERA5,17.54,-2.12
1991-08-20 00:00:00+00:00,16.33,11.9,20.5,ERA5,17.46,-1.14
1991-08-21 00:00:00+00:00,19.07,10.19,26.29,ERA5,17.39,1.68
1991-08-22 00:00:00+00:00,22.11,18.51,26.64,ERA5,17.33,4.79
1991-08-23 00:00:00+00:00,17.86,14.33,21.1,ERA5,17.26,0.6
1991-08-24 00:00:00+00:00,17.32,13.59,20.84,ERA5,17.17,0.14
1991-08-25 00:00:00+00:00,17.15,10.71,22.22,ERA5,17.09,0.06
1991-08-26 00:00:00+00:00,17.85,12.08,23.61,ERA5,17.0,0.85
1991-08-27 00:00:00+00:00,17.76,11.48,23.17,ERA5,16.91,0.85
1991-08-28 00:00:00+00:00,16.87,12.35,21.05,ERA5,16.83,0.04
1991-08-29 00:00:00+00:00,15.58,10.21,21.0,ERA5,16.74,-1.15
1991-08-30 00:00:00+00:00,17.48,10.69,23.67,ERA5,16.65,0.83
1991-08-31 00:00:00+00:00,19.44,12.18,26.61,ERA5,16.57,2.87
1991-09-01 00:00:00+00:00,20.67,13.47,27.53,ERA5,16.48,4.2
1991-09-02 00:00:00+00:00,20.43,16.57,24.73,ERA5,16.38,4.05
1991-09-03 00:00:00+00:00,20.41,13.71,27.56,ERA5,16.28,4.14
1991-09-04 00:00:00+00:00,20.34,13.1,27.48,ERA5,16.18,4.16
1991-09-05 00:00:00+00:00,17.79,13.4,22.87,ERA5,16.06,1.72
1991-09-06 00:00:00+00:00,15.11,11.43,17.62,ERA5,15.94,-0.84
1991-09-07 00:00:00+00:00,14.03,10.21,17.23,ERA5,15.82,-1.79
1991-09-08 00:00:00+00:00,13.9,8.99,18.29,ERA5,15.71,-1.81
1991-09-09 00:00:00+00:00,14.57,7.27,21.53,ERA5,15.6,-1.03
1991-09-10 00:00:00+00:00,17.38,8.23,25.17,ERA5,15.5,1.88
1991-09-11 00:00:00+00:00,15.9,11.46,20.92,ERA5,15.4,0.5
1991-09-12 00:00:00+00:00,12.82,7.97,18.05,ERA5,15.29,-2.47
1991-09-13 00:00:00+00:00,13.25,5.83,20.86,ERA5,15.19,-1.93
1991-09-14 00:00:00+00:00,15.98,6.96,23.86,ERA5,15.08,0.9
1991-09-15 00:00:00+00:00,17.36,14.58,20.36,ERA5,14.97,2.39
1991-09-16 00:00:00+00:00,17.18,14.32,19.79,ERA5,14.85,2.33
1991-09-17 00:00:00+00:00,16.61,12.15,19.99,ERA5,14.73,1.88
1991-09-18 00:00:00+00:00,15.91,10.58,21.68,ERA5,14.6,1.32
1991-09-19 00:00:00+00:00,15.26,10.5,17.87,ERA5,14.47,0.79
1991-09-20 00:00:00+00:00,13.06,8.2,18.37,ERA5,14.34,-1.27
1991-09-21 00:00:00+00:00,15.83,7.32,23.23,ERA5,14.21,1.61
1991-09-22 00:00:00+00:00,15.5,11.27,19.28,ERA5,14.09,1.4
1991-09-23 00:00:00+00:00,14.46,11.23,16.5,ERA5,13.97,0.49
1991-09-24 00:00:00+00:00,18.08,16.21,20.42,ERA5,13.86,4.22
1991-09-25 00:00:00+00:00,16.72,14.86,18.76,ERA5,13.75,2.97
1991-09-26 00:00:00+00:00,14.02,11.01,16.27,ERA5,13.63,0.38
1991-09-27 00:00:00+00:00,11.52,9.24,13.7,ERA5,13.52,-2.0
1991-09-28 00:00:00+00:00,11.72,8.26,14.42,ERA5,13.41,-1.69
1991-09-29 00:00:00+00:00,14.02,12.25,17.11,ERA5,13.3,0.72
1991-09-30 00:00:00+00:00,11.07,6.79,13.74,ERA5,13.19,-2.12
1991-10-01 00:00:00+00:00,11.29,7.12,14.69,ERA5,13.08,-1.78
1991-10-02 00:00:00+00:00,11.92,8.05,14.67,ERA5,12.98,-1.06
1991-10-03 00:00:00+00:00,13.44,8.24,18.26,ERA5,12.87,0.58
1991-10-04 00:00:00+00:00,12.74,8.98,16.29,ERA5,12.76,-0.02
1991-10-05 00:00:00+00:00,12.45,7.92,17.06,ERA5,12.64,-0.2
1991-10-06 00:00:00+00:00,11.4,5.9,14.12,ERA5,12.51,-1.11
1991-10-07 00:00:00+00:00,9.96,4.73,14.04,ERA5,12.39,-2.43
1991-10-08 00:00:00+00:00,12.15,9.44,16.34,ERA5,12.27,-0.13
1991-10-09 00:00:00+00:00,12.97,9.23,18.2,ERA5,12.15,0.82
1991-10-10 00:00:00+00:00,15.92,10.84,22.1,ERA5,12.03,3.89
1991-10-11 00:00:00+00:00,15.95,12.4,20.41,ERA5,11.89,4.05
1991-10-12 00:00:00+00:00,12.78,9.37,14.97,ERA5,11.76,1.02
1991-10-13 00:00:00+00:00,11.54,8.46,16.03,ERA5,11.63,-0.09
1991-10-14 00:00:00+00:00,12.72,8.84,17.83,ERA5,11.51,1.21
1991-10-15 00:00:00+00:00,12.81,9.37,17.45,ERA5,11.39,1.43
1991-10-16 00:00:00+00:00,12.72,10.28,14.92,ERA5,11.25,1.47
1991-10-17 00:00:00+00:00,9.48,7.07,13.49,ERA5,11.12,-1.65
1991-10-18 00:00:00+00:00,8.09,5.01,10.65,ERA5,10.99,-2.9
1991-10-19 00:00:00+00:00,6.59,4.94,9.04,ERA5,10.86,-4.27
1991-10-20 00:00:00+00:00,6.71,4.34,8.56,ERA5,10.72,-4.01
1991-10-21 00:00:00+00:00,5.38,1.9,9.28,ERA5,10.57,-5.19
1991-10-22 00:00:00+00:00,6.34,2.24,11.48,ERA5,10.42,-4.08
1991-10-23 00:00:00+00:00,8.34,5.45,10.32,ERA5,10.29,-1.95
1991-10-24 00:00:00+00:00,9.32,7.58,11.0,ERA5,10.16,-0.84
1991-10-25 00:00:00+00:00,9.48,8.39,10.76,ERA5,10.02,-0.54
1991-10-26 00:00:00+00:00,7.61,3.45,11.55,ERA5,9.9,-2.29
1991-10-27 00:00:00+00:00,6.89,1.21,12.08,ERA5,9.77,-2.88
1991-10-28 00:00:00+00:00,10.19,8.15,12.7,ERA5,9.64,0.55
1991-10-29 00:00:00+00:00,10.1,7.74,13.18,ERA5,9.5,0.6
1991-10-30 00:00:00+00:00,7.8,6.58,8.84,ERA5,9.36,-1.56
1991-10-31 00:00:00+00:00,8.03,5.64,10.19,ERA5,9.22,-1.19
1991-11-01 00:00:00+00:00,10.87,7.8,13.2,ERA5,9.08,1.79
1991-11-02 00:00:00+00:00,12.59,11.76,13.5,ERA5,8.95,3.63
1991-11-03 00:00:00+00:00,10.21,6.74,11.67,ERA5,8.82,1.39
1991-11-04 00:00:00+00:00,6.35,5.05,8.11,ERA5,8.69,-2.34
1991-11-05 00:00:00+00:00,6.34,3.91,7.79,ERA5,8.56,-2.23
1991-11-06 00:00:00+00:00,5.26,2.34,7.28,ERA5,8.44,-3.19
1991-11-07 00:00:00+00:00,10.6,7.77,11.97,ERA5,8.32,2.28
1991-11-08 00:00:00+00:00,10.43,6.67,11.63,ERA5,8.2,2.23
1991-11-09 00:00:00+00:00,5.48,3.01,7.11,ERA5,8.07,-2.59
1991-11-10 00:00:00+00:00,4.61,2.09,6.73,ERA5,7.93,-3.31
1991-11-11 00:00:00+00:00,6.62,4.71,7.61,ERA5,7.8,-1.18
1991-11-12 00:00:00+00:00,6.44,1.94,10.68,ERA5,7.68,-1.24
1991-11-13 00:00:00+00:00,6.95,4.72,8.35,ERA5,7.56,-0.61
1991-11-14 00:00:00+00:00,5.64,4.19,6.52,ERA5,7.44,-1.8
1991-11-15 00:00:00+00:00,5.82,3.34,8.01,ERA5,7.31,-1.49
1991-11-16 00:00:00+00:00,3.18,1.03,6.48,ERA5,7.2,-4.02
1991-11-17 00:00:00+00:00,2.95,-0.59,5.8,ERA5,7.1,-4.15
1991-11-18 00:00:00+00:00,7.17,4.62,9.39,ERA5,7.01,0.16
1991-11-19 00:00:00+00:00,6.23,3.68,7.98,ERA5,6.92,-0.69
1991-11-20 00:00:00+00:00,2.62,1.83,4.17,ERA5,6.81,-4.18
1991-11-21 00:00:00+00:00,0.95,-0.59,2.43,ERA5,6.71,-5.75
1991-11-22 00:00:00+00:00,2.29,-0.34,4.79,ERA5,6.62,-4.33
1991-11-23 00:00:00+00:00,3.75,2.13,4.78,ERA5,6.54,-2.79
1991-11-24 00:00:00+00:00,1.14,-1.74,5.55,ERA5,6.44,-5.3
1991-11-25 00:00:00+00:00,1.59,-0.61,2.82,ERA5,6.33,-4.73
1991-11-26 00:00:00+00:00,5.84,3.22,8.14,ERA5,6.21,-0.37
1991-11-27 00:00:00+00:00,6.08,4.15,9.39,ERA5,6.11,-0.02
1991-11-28 00:00:00+00:00,5.34,3.51,8.54,ERA5,5.99,-0.65
1991-11-29 00:00:00+00:00,4.55,2.64,8.17,ERA5,5.88,-1.33
1991-11-30 00:00:00+00:00,3.15,1.93,5.06,ERA5,5.79,-2.65
1991-12-01 00:00:00+00:00,3.28,1.58,4.26,ERA5,5.7,-2.42
1991-12-02 00:00:00+00:00,2.07,0.15,3.79,ERA5,5.6,-3.52
1991-12-03 00:00:00+00:00,-0.55,-1.51,0.19,ERA5,5.5,-6.05
1991-12-04 00:00:00+00:00,0.53,-1.51,3.22,ERA5,5.39,-4.86
1991-12-05 00:00:00+00:00,3.48,-0.79,6.67,ERA5,5.3,-1.83
1991-12-06 00:00:00+00:00,-1.36,-3.36,0.83,ERA5,5.23,-6.58
1991-12-07 00:00:00+00:00,0.35,-4.2,3.63,ERA5,5.15,-4.79
1991-12-08 00:00:00+00:00,2.19,-0.06,4.47,ERA5,5.08,-2.89
1991-12-09 00:00:00+00:00,0.84,-2.5,3.59,ERA5,5.02,-4.18
1991-12-10 00:00:00+00:00,-3.4,-5.42,-0.93,ERA5,4.95,-8.36
1991-12-11 00:00:00+00:00,-2.23,-5.53,1.03,ERA5,4.89,-7.12
1991-12-12 00:00:00+00:00,0.16,-1.49,2.63,ERA5,4.83,-4.68
1991-12-13 00:00:00+00:00,-0.3,-2.62,3.17,ERA5,4.78,-5.08
1991-12-14 00:00:00+00:00,0.23,-2.25,4.64,ERA5,4.73,-4.5
1991-12-15 00:00:00+00:00,-0.25,-2.9,2.01,ERA5,4.68,-4.93
1991-12-16 00:00:00+00:00,3.55,1.32,4.71,ERA5,4.63,-1.08
1991-12-17 00:00:00+00:00,7.08,4.37,8.55,ERA5,4.58,2.5
1991-12-18 00:00:00+00:00,6.47,5.4,8.54,ERA5,4.55,1.92
1991-12-19 00:00:00+00:00,8.97,5.6,10.87,ERA5,4.5,4.46
1991-12-20 00:00:00+00:00,4.2,3.42,6.14,ERA5,4.47,-0.27
1991-12-21 00:00:00+00:00,8.18,2.42,12.19,ERA5,4.45,3.74
1991-12-22 00:00:00+00:00,11.75,10.67,13.21,ERA5,4.41,7.33
1991-12-23 00:00:00+00:00,10.27,6.23,11.28,ERA5,4.37,5.9
1991-12-24 00:00:00+00:00,4.81,3.67,6.46,ERA5,4.31,0.49
1991-12-25 00:00:00+00:00,3.47,1.56,5.46,ERA5,4.27,-0.8
1991-12-26 00:00:00+00:00,5.97,2.56,8.04,ERA5,4.21,1.76
1991-12-27 00:00:00+00:00,6.51,4.37,7.51,ERA5,4.15,2.35
1991-12-28 00:00:00+00:00,5.14,3.22,7.54,ERA5,4.11,1.03
1991-12-29 00:00:00+00:00,4.96,3.55,5.99,ERA5,4.07,0.89
1991-12-30 00:00:00+00:00,5.09,4.17,5.6,ERA5,4.04,1.05
1991-12-31 00:00:00+00:00,3.76,2.47,4.41,ERA5,4.01,-0.24
1992-01-01 00:00:00+00:00,3.42,2.03,4.71,ERA5,3.96,-0.54
1992-01-02 00:00:00+00:00,3.57,2.14,4.55,ERA5,3.93,-0.36
1992-01-03 00:00:00+00:00,2.54,-0.86,6.24,ERA5,3.9,-1.36
1992-01-04 00:00:00+00:00,7.29,5.55,8.5,ERA5,3.88,3.41
1992-01-05 00:00:00+00:00,9.44,5.58,10.8,ERA5,3.87,5.57
1992-01-06 00:00:00+00:00,7.66,2.83,10.5,ERA5,3.86,3.81
1992-01-07 00:00:00+00:00,2.95,2.46,3.7,ERA5,3.85,-0.9
1992-01-08 00:00:00+00:00,7.65,4.35,9.41,ERA5,3.84,3.81
1992-01-09 00:00:00+00:00,8.48,4.08,10.96,ERA5,3.84,4.64
1992-01-10 00:00:00+00:00,3.98,0.56,5.55,ERA5,3.83,0.14
1992-01-11 00:00:00+00:00,-1.36,-2.78,0.08,ERA5,3.82,-5.18
1992-01-12 00:00:00+00:00,1.06,0.25,2.27,ERA5,3.81,-2.75
1992-01-13 00:00:00+00:00,2.43,1.17,3.78,ERA5,3.8,-1.37
1992-01-14 00:00:00+00:00,2.56,0.26,4.35,ERA5,3.79,-1.23
1992-01-15 00:00:00+00:00,5.28,3.88,6.5,ERA5,3.78,1.5
1992-01-16 00:00:00+00:00,3.73,3.1,4.69,ERA5,3.79,-0.07
1992-01-17 00:00:00+00:00,4.69,3.17,5.71,ERA5,3.79,0.9
1992-01-18 00:00:00+00:00,3.64,2.17,5.9,ERA5,3.78,-0.13
1992-01-19 00:00:00+00:00,4.42,2.43,6.21,ERA5,3.75,0.67
1992-01-20 00:00:00+00:00,2.34,-2.48,5.58,ERA5,3.76,-1.42
1992-01-21 00:00:00+00:00,-2.9,-4.69,-0.47,ERA5,3.76,-6.67
1992-01-22 00:00:00+00:00,-4.06,-5.97,-1.48,ERA5,3.74,-7.8
1992-01-23 00:00:00+00:00,-4.74,-7.14,-1.44,ERA5,3.73,-8.47
1992-01-24 00:00:00+00:00,-3.8,-7.1,0.69,ERA5,3.72,-7.53
1992-01-25 00:00:00+00:00,-2.74,-6.0,1.75,ERA5,3.74,-6.47
1992-01-26 00:00:00+00:00,1.73,-2.04,4.38,ERA5,3.76,-2.04
1992-01-27 00:00:00+00:00,0.81,-1.71,2.56,ERA5,3.79,-2.98
1992-01-28 00:00:00+00:00,-1.25,-2.14,-0.1,ERA5,3.83,-5.08
1992-01-29 00:00:00+00:00,0.2,-2.59,4.5,ERA5,3.87,-3.66
1992-01-30 00:00:00+00:00,-0.62,-2.43,1.35,ERA5,3.89,-4.51
1992-01-31 00:00:00+00:00,-1.19,-2.69,0.37,ERA5,3.9,-5.09
1992-02-01 00:00:00+00:00,-1.84,-2.92,-0.02,ERA5,3.93,-5.77
1992-02-02 00:00:00+00:00,-1.71,-3.41,-0.08,ERA5,3.96,-5.67
1992-02-03 00:00:00+00:00,2.91,0.28,6.3,ERA5,3.99,-1.08
1992-02-04 00:00:00+00:00,4.4,1.62,7.73,ERA5,4.03,0.38
1992-02-05 00:00:00+00:00,6.81,3.36,8.24,ERA5,4.07,2.74
1992-02-06 00:00:00+00:00,7.05,5.94,8.51,ERA5,4.12,2.93
1992-02-07 00:00:00+00:00,5.53,1.48,9.36,ERA5,4.16,1.37
1992-02-08 00:00:00+00:00,3.57,-0.19,8.93,ERA5,4.2,-0.64
1992-02-09 00:00:00+00:00,5.25,1.91,7.92,ERA5,4.23,1.01
1992-02-10 00:00:00+00:00,6.09,4.45,7.3,ERA5,4.27,1.82
1992-02-11 00:00:00+00:00,7.78,6.22,9.51,ERA5,4.31,3.47
1992-02-12 00:00:00+00:00,11.02,9.12,12.78,ERA5,4.35,6.68
1992-02-13 00:00:00+00:00,7.73,4.43,10.85,ERA5,4.39,3.34
1992-02-14 00:00:00+00:00,6.26,3.51,8.44,ERA5,4.46,1.8
1992-02-15 00:00:00+00:00,8.18,4.76,10.08,ERA5,4.52,3.66
