time,mean,min,max,source,climatology,anomaly
1953-08-01 00:00:00+00:00,14.96,10.62,18.2,ERA5,18.25,-3.29
1953-08-02 00:00:00+00:00,15.29,11.39,19.12,ERA5,18.21,-2.92
1953-08-03 00:00:00+00:00,13.93,9.09,18.06,ERA5,18.17,-4.24
1953-08-04 00:00:00+00:00,16.51,8.4,22.29,ERA5,18.13,-1.63
1953-08-05 00:00:00+00:00,18.18,16.09,20.84,ERA5,18.11,0.08
1953-08-06 00:00:00+00:00,16.89,13.14,19.98,ERA5,18.09,-1.19
1953-08-07 00:00:00+00:00,16.43,12.75,20.14,ERA5,18.06,-1.63
1953-08-08 00:00:00+00:00,16.08,10.25,20.76,ERA5,18.04,-1.97
1953-08-09 00:00:00+00:00,17.84,11.75,23.7,ERA5,18.01,-0.17
1953-08-10 00:00:00+00:00,19.95,14.42,25.82,ERA5,17.98,1.97
1953-08-11 00:00:00+00:00,19.06,13.42,24.11,ERA5,17.95,1.11
1953-08-12 00:00:00+00:00,24.0,16.73,30.14,ERA5,17.93,6.07
1953-08-13 00:00:00+00:00,21.83,13.78,25.61,ERA5,17.9,3.93
1953-08-14 00:00:00+00:00,18.51,11.69,23.82,ERA5,17.86,0.65
1953-08-15 00:00:00+00:00,20.81,15.81,25.95,ERA5,17.81,3.0
1953-08-16 00:00:00+00:00,17.25,11.65,20.19,ERA5,17.75,-0.5
1953-08-17 00:00:00+00:00,15.86,9.64,21.23,ERA5,17.69,-1.83
1953-08-18 00:00:00+00:00,17.2,13.62,21.98,ERA5,17.62,-0.42
1953-08-19 00:00:00+00:00,16.19,11.39,20.96,ERA5,17.54,-1.35
1953-08-20 00:00:00+00:00,17.46,14.21,20.72,ERA5,17.46,-0.01
1953-08-21 00:00:00+00:00,15.42,12.87,18.22,ERA5,17.39,-1.98
1953-08-22 00:00:00+00:00,14.31,12.31,16.7,ERA5,17.33,-3.02
1953-08-23 00:00:00+00:00,15.38,12.01,18.02,ERA5,17.26,-1.87
1953-08-24 00:00:00+00:00,16.58,13.29,18.62,ERA5,17.17,-0.59
1953-08-25 00:00:00+00:00,15.47,13.47,17.79,ERA5,17.09,-1.62
1953-08-26 00:00:00+00:00,14.66,10.36,17.93,ERA5,17.0,-2.34
1953-08-27 00:00:00+00:00,14.0,10.21,18.12,ERA5,16.91,-2.91
1953-08-28 00:00:00+00:00,15.09,10.59,19.91,ERA5,16.83,-1.74
1953-08-29 00:00:00+00:00,15.73,11.61,18.9,ERA5,16.74,-1.01
1953-08-30 00:00:00+00:00,18.75,14.45,21.94,ERA5,16.65,2.09
1953-08-31 00:00:00+00:00,16.2,12.19,20.16,ERA5,16.57,-0.37
1953-09-01 00:00:00+00:00,18.53,11.19,25.13,ERA5,16.48,2.05
1953-09-02 00:00:00+00:00,18.47,12.58,24.8,ERA5,16.38,2.09
1953-09-03 00:00:00+00:00,15.27,12.72,18.45,ERA5,16.28,-1.01
1953-09-04 00:00:00+00:00,13.46,8.27,17.42,ERA5,16.18,-2.72
1953-09-05 00:00:00+00:00,12.25,6.24,17.56,ERA5,16.06,-3.81
1953-09-06 00:00:00+00:00,13.6,8.31,18.55,ERA5,15.94,-2.34
1953-09-07 00:00:00+00:00,15.79,8.81,22.54,ERA5,15.82,-0.03
1953-09-08 00:00:00+00:00,16.5,8.75,24.32,ERA5,15.71,0.79
1953-09-09 00:00:00+00:00,15.05,9.6,21.01,ERA5,15.6,-0.56
1953-09-10 00:00:00+00:00,12.87,9.39,14.84,ERA5,15.5,-2.63
1953-09-11 00:00:00+00:00,12.65,8.93,15.8,ERA5,15.4,-2.75
1953-09-12 00:00:00+00:00,14.31,7.99,17.51,ERA5,15.29,-0.98
1953-09-13 00:00:00+00:00,11.24,6.71,16.07,ERA5,15.19,-3.95
1953-09-14 00:00:00+00:00,12.49,6.48,18.57,ERA5,15.08,-2.59
1953-09-15 00:00:00+00:00,16.0,9.15,22.22,ERA5,14.97,1.03
1953-09-16 00:00:00+00:00,16.17,13.64,20.0,ERA5,14.85,1.32
1953-09-17 00:00:00+00:00,15.18,12.37,18.45,ERA5,14.73,0.45
1953-09-18 00:00:00+00:00,14.96,11.75,18.33,ERA5,14.6,0.37
1953-09-19 00:00:00+00:00,15.07,12.15,18.81,ERA5,14.47,0.61
1953-09-20 00:00:00+00:00,14.16,12.09,17.41,ERA5,14.34,-0.18
1953-09-21 00:00:00+00:00,14.23,11.74,17.27,ERA5,14.21,0.01
1953-09-22 00:00:00+00:00,13.39,11.62,14.9,ERA5,14.09,-0.71
1953-09-23 00:00:00+00:00,13.34,10.04,16.14,ERA5,13.97,-0.63
1953-09-24 00:00:00+00:00,12.36,8.87,16.69,ERA5,13.86,-1.5
1953-09-25 00:00:00+00:00,13.83,9.77,18.49,ERA5,13.75,0.08
1953-09-26 00:00:00+00:00,13.3,7.28,19.39,ERA5,13.63,-0.33
1953-09-27 00:00:00+00:00,16.72,10.68,22.65,ERA5,13.52,3.21
1953-09-28 00:00:00+00:00,13.32,8.67,16.94,ERA5,13.41,-0.09
1953-09-29 00:00:00+00:00,11.24,5.99,15.82,ERA5,13.3,-2.06
1953-09-30 00:00:00+00:00,13.53,11.16,16.39,ERA5,13.19,0.34
1953-10-01 00:00:00+00:00,15.31,12.55,18.62,ERA5,13.08,2.23
1953-10-02 00:00:00+00:00,14.27,10.62,18.53,ERA5,12.98,1.29
1953-10-03 00:00:00+00:00,13.55,8.86,19.07,ERA5,12.87,0.68
1953-10-04 00:00:00+00:00,11.88,7.81,15.88,ERA5,12.76,-0.88
1953-10-05 00:00:00+00:00,10.08,7.43,13.26,ERA5,12.64,-2.56
1953-10-06 00:00:00+00:00,10.11,5.94,12.73,ERA5,12.51,-2.4
1953-10-07 00:00:00+00:00,10.75,8.21,12.91,ERA5,12.39,-1.65
1953-10-08 00:00:00+00:00,10.23,6.71,14.46,ERA5,12.27,-2.04
1953-10-09 00:00:00+00:00,8.97,3.23,15.07,ERA5,12.15,-3.18
1953-10-10 00:00:00+00:00,8.79,3.81,15.47,ERA5,12.03,-3.24
1953-10-11 00:00:00+00:00,9.99,3.65,17.66,ERA5,11.89,-1.91
1953-10-12 00:00:00+00:00,12.21,6.32,17.46,ERA5,11.76,0.44
1953-10-13 00:00:00+00:00,15.8,12.55,18.5,ERA5,11.63,4.17
1953-10-14 00:00:00+00:00,14.04,12.8,15.28,ERA5,11.51,2.53
1953-10-15 00:00:00+00:00,12.85,10.97,13.96,ERA5,11.39,1.46
1953-10-16 00:00:00+00:00,11.99,10.29,13.84,ERA5,11.25,0.74
1953-10-17 00:00:00+00:00,11.56,8.02,13.57,ERA5,11.12,0.44
1953-10-18 00:00:00+00:00,10.31,7.46,14.07,ERA5,10.99,-0.69
1953-10-19 00:00:00+00:00,10.76,8.63,12.25,ERA5,10.86,-0.1
1953-10-20 00:00:00+00:00,12.95,11.49,14.28,ERA5,10.72,2.23
1953-10-21 00:00:00+00:00,13.13,11.8,14.26,ERA5,10.57,2.55
1953-10-22 00:00:00+00:00,12.88,11.41,13.98,ERA5,10.42,2.45
1953-10-23 00:00:00+00:00,13.03,11.4,15.89,ERA5,10.29,2.75
1953-10-24 00:00:00+00:00,12.43,10.25,14.93,ERA5,10.16,2.27
1953-10-25 00:00:00+00:00,13.47,11.02,17.12,ERA5,10.02,3.45
1953-10-26 00:00:00+00:00,10.05,8.05,11.54,ERA5,9.9,0.16
1953-10-27 00:00:00+00:00,11.21,7.75,14.78,ERA5,9.77,1.44
1953-10-28 00:00:00+00:00,10.99,8.18,12.29,ERA5,9.64,1.35
1953-10-29 00:00:00+00:00,8.11,5.16,9.97,ERA5,9.5,-1.4
1953-10-30 00:00:00+00:00,7.65,3.69,11.17,ERA5,9.36,-1.71
1953-10-31 00:00:00+00:00,8.5,4.87,11.71,ERA5,9.22,-0.72
1953-11-01 00:00:00+00:00,11.53,9.3,13.39,ERA5,9.08,2.44
1953-11-02 00:00:00+00:00,8.85,7.34,10.85,ERA5,8.95,-0.1
1953-11-03 00:00:00+00:00,6.66,4.53,9.45,ERA5,8.82,-2.16
1953-11-04 00:00:00+00:00,6.71,4.27,9.74,ERA5,8.69,-1.97
1953-11-05 00:00:00+00:00,6.31,3.68,8.5,ERA5,8.56,-2.26
1953-11-06 00:00:00+00:00,6.13,1.61,9.06,ERA5,8.44,-2.31
1953-11-07 00:00:00+00:00,6.09,1.42,9.02,ERA5,8.32,-2.23
1953-11-08 00:00:00+00:00,8.9,7.26,10.62,ERA5,8.2,0.7
1953-11-09 00:00:00+00:00,7.15,4.74,9.0,ERA5,8.07,-0.92
1953-11-10 00:00:00+00:00,6.78,3.32,10.09,ERA5,7.93,-1.15
1953-11-11 00:00:00+00:00,5.77,3.45,7.24,ERA5,7.8,-2.03
1953-11-12 00:00:00+00:00,7.85,6.49,8.94,ERA5,7.68,0.17
1953-11-13 00:00:00+00:00,9.44,7.8,11.05,ERA5,7.56,1.88
1953-11-14 00:00:00+00:00,9.47,8.13,10.24,ERA5,7.44,2.03
1953-11-15 00:00:00+00:00,7.87,5.57,9.62,ERA5,7.31,0.56
1953-11-16 00:00:00+00:00,6.41,3.43,10.28,ERA5,7.2,-0.79
1953-11-17 00:00:00+00:00,4.78,2.89,6.47,ERA5,7.1,-2.32
1953-11-18 00:00:00+00:00,4.37,2.4,6.73,ERA5,7.01,-2.64
1953-11-19 00:00:00+00:00,5.81,4.22,7.65,ERA5,6.92,-1.1
1953-11-20 00:00:00+00:00,5.65,2.99,8.2,ERA5,6.81,-1.16
1953-11-21 00:00:00+00:00,5.91,4.48,7.24,ERA5,6.71,-0.8
1953-11-22 00:00:00+00:00,4.92,0.4,6.83,ERA5,6.62,-1.7
1953-11-23 00:00:00+00:00,0.55,-0.84,3.12,ERA5,6.54,-5.98
1953-11-24 00:00:00+00:00,-0.33,-1.98,3.19,ERA5,6.44,-6.78
1953-11-25 00:00:00+00:00,0.68,-1.34,3.44,ERA5,6.33,-5.65
1953-11-26 00:00:00+00:00,5.35,3.5,6.86,ERA5,6.21,-0.87
1953-11-27 00:00:00+00:00,8.58,5.18,10.91,ERA5,6.11,2.47
1953-11-28 00:00:00+00:00,10.31,7.35,13.64,ERA5,5.99,4.32
1953-11-29 00:00:00+00:00,10.08,8.32,12.54,ERA5,5.88,4.2
1953-11-30 00:00:00+00:00,10.46,8.44,12.34,ERA5,5.79,4.67
1953-12-01 00:00:00+00:00,9.55,8.09,11.58,ERA5,5.7,3.85
1953-12-02 00:00:00+00:00,9.72,7.11,12.03,ERA5,5.6,4.13
1953-12-03 00:00:00+00:00,11.44,9.14,13.26,ERA5,5.5,5.94
1953-12-04 00:00:00+00:00,12.97,11.45,15.33,ERA5,5.39,7.58
1953-12-05 00:00:00+00:00,10.02,7.45,12.27,ERA5,5.3,4.72
1953-12-06 00:00:00+00:00,7.23,5.83,8.6,ERA5,5.23,2.0
1953-12-07 00:00:00+00:00,4.88,3.34,6.87,ERA5,5.15,-0.26
1953-12-08 00:00:00+00:00,6.67,3.48,10.19,ERA5,5.08,1.59
1953-12-09 00:00:00+00:00,8.96,8.0,9.74,ERA5,5.02,3.94
1953-12-10 00:00:00+00:00,8.22,7.05,9.22,ERA5,4.95,3.26
1953-12-11 00:00:00+00:00,7.28,3.98,9.33,ERA5,4.89,2.39
1953-12-12 00:00:00+00:00,5.67,3.7,7.22,ERA5,4.83,0.84
1953-12-13 00:00:00+00:00,5.91,3.37,8.6,ERA5,4.78,1.13
1953-12-14 00:00:00+00:00,6.65,4.34,8.62,ERA5,4.73,1.92
1953-12-15 00:00:00+00:00,9.49,8.6,11.38,ERA5,4.68,4.81
1953-12-16 00:00:00+00:00,7.9,5.37,9.64,ERA5,4.63,3.27
1953-12-17 00:00:00+00:00,4.18,2.34,7.32,ERA5,4.58,-0.4
1953-12-18 00:00:00+00:00,2.57,1.19,4.92,ERA5,4.55,-1.98
1953-12-19 00:00:00+00:00,3.12,0.51,5.0,ERA5,4.5,-1.39
1953-12-20 00:00:00+00:00,3.04,0.82,4.01,ERA5,4.47,-1.43
1953-12-21 00:00:00+00:00,0.09,-2.2,1.42,ERA5,4.45,-4.36
1953-12-22 00:00:00+00:00,4.82,1.62,7.37,ERA5,4.41,0.41
1953-12-23 00:00:00+00:00,6.57,5.81,7.52,ERA5,4.37,2.2
1953-12-24 00:00:00+00:00,5.98,2.37,7.34,ERA5,4.31,1.66
1953-12-25 00:00:00+00:00,3.6,2.1,5.6,ERA5,4.27,-0.66
1953-12-26 00:00:00+00:00,3.83,0.73,5.65,ERA5,4.21,-0.38
1953-12-27 00:00:00+00:00,5.83,3.29,8.2,ERA5,4.15,1.68
1953-12-28 00:00:00+00:00,4.59,3.3,6.47,ERA5,4.11,0.48
1953-12-29 00:00:00+00:00,3.64,-0.08,6.05,ERA5,4.07,-0.43
1953-12-30 00:00:00+00:00,-1.04,-3.09,1.6,ERA5,4.04,-5.08
1953-12-31 00:00:00+00:00,-2.46,-3.76,-1.47,ERA5,4.01,-6.47
1954-01-01 00:00:00+00:00,-1.2,-4.0,0.67,ERA5,3.96,-5.16
1954-01-02 00:00:00+00:00,-3.14,-6.14,-0.9,ERA5,3.93,-7.07
1954-01-03 00:00:00+00:00,0.13,-5.04,2.6,ERA5,3.9,-3.77
1954-01-04 00:00:00+00:00,-0.57,-1.54,0.18,ERA5,3.88,-4.45
1954-01-05 00:00:00+00:00,-1.61,-4.94,-0.35,ERA5,3.87,-5.47
1954-01-06 00:00:00+00:00,-5.43,-6.97,-4.42,ERA5,3.86,-9.29
1954-01-07 00:00:00+00:00,-3.94,-6.28,-0.78,ERA5,3.85,-7.79
1954-01-08 00:00:00+00:00,-2.22,-4.57,1.01,ERA5,3.84,-6.06
1954-01-09 00:00:00+00:00,0.87,-1.78,3.34,ERA5,3.84,-2.97
1954-01-10 00:00:00+00:00,3.21,1.06,4.78,ERA5,3.83,-0.63
1954-01-11 00:00:00+00:00,5.67,5.1,6.43,ERA5,3.82,1.85
1954-01-12 00:00:00+00:00,5.39,4.34,6.29,ERA5,3.81,1.58
1954-01-13 00:00:00+00:00,4.99,2.56,7.24,ERA5,3.8,1.19
1954-01-14 00:00:00+00:00,3.54,1.47,6.76,ERA5,3.79,-0.25
1954-01-15 00:00:00+00:00,9.72,7.12,11.8,ERA5,3.78,5.93
1954-01-16 00:00:00+00:00,6.87,4.12,8.61,ERA5,3.79,3.08
1954-01-17 00:00:00+00:00,4.5,2.48,7.09,ERA5,3.79,0.71
1954-01-18 00:00:00+00:00,2.31,0.0,4.3,ERA5,3.78,-1.47
1954-01-19 00:00:00+00:00,2.96,0.77,6.55,ERA5,3.75,-0.79
1954-01-20 00:00:00+00:00,8.78,7.07,9.91,ERA5,3.76,5.02
1954-01-21 00:00:00+00:00,6.39,0.66,10.2,ERA5,3.76,2.62
1954-01-22 00:00:00+00:00,-0.23,-2.14,2.0,ERA5,3.74,-3.97
1954-01-23 00:00:00+00:00,-0.73,-3.73,2.32,ERA5,3.73,-4.45
1954-01-24 00:00:00+00:00,-3.33,-5.73,0.17,ERA5,3.72,-7.05
1954-01-25 00:00:00+00:00,-3.67,-6.4,0.8,ERA5,3.74,-7.4
1954-01-26 00:00:00+00:00,-5.51,-7.94,-2.26,ERA5,3.76,-9.27
1954-01-27 00:00:00+00:00,-7.67,-10.32,-5.32,ERA5,3.79,-11.46
1954-01-28 00:00:00+00:00,-6.29,-9.76,-2.72,ERA5,3.83,-10.12
1954-01-29 00:00:00+00:00,-3.3,-6.42,-1.48,ERA5,3.87,-7.17
1954-01-30 00:00:00+00:00,-6.98,-9.71,-4.44,ERA5,3.89,-10.87
1954-01-31 00:00:00+00:00,-9.65,-11.6,-7.61,ERA5,3.9,-13.55
1954-02-01 00:00:00+00:00,-11.11,-13.58,-8.86,ERA5,3.93,-15.04
1954-02-02 00:00:00+00:00,-10.64,-13.34,-8.31,ERA5,3.96,-14.59
1954-02-03 00:00:00+00:00,-7.55,-11.62,-4.2,ERA5,3.99,-11.54
1954-02-04 00:00:00+00:00,-7.16,-9.69,-4.78,ERA5,4.03,-11.19
1954-02-05 00:00:00+00:00,-6.75,-10.35,-3.19,ERA5,4.07,-10.82
1954-02-06 00:00:00+00:00,-5.53,-9.68,-1.12,ERA5,4.12,-9.65
1954-02-07 00:00:00+00:00,-1.9,-7.05,1.35,ERA5,4.16,-6.06
1954-02-08 00:00:00+00:00,0.1,-2.6,1.94,ERA5,4.2,-4.11
1954-02-09 00:00:00+00:00,1.01,-0.19,2.29,ERA5,4.23,-3.23
1954-02-10 00:00:00+00:00,2.9,0.06,5.81,ERA5,4.27,-1.37
1954-02-11 00:00:00+00:00,4.44,2.78,6.02,ERA5,4.31,0.13
1954-02-12 00:00:00+00:00,4.02,1.48,6.24,ERA5,4.35,-0.33
1954-02-13 00:00:00+00:00,5.88,5.11,6.8,ERA5,4.39,1.48
1954-02-14 00:00:00+00:00,4.6,2.92,6.55,ERA5,4.46,0.15
1954-02-15 00:00:00+00:00,1.47,0.2,4.19,ERA5,4.52,-3.04
1954-02-16 00:00:00+00:00,0.02,-0.83,0.78,ERA5,4.58,-4.56
1954-02-17 00:00:00+00:00,-0.96,-1.42,-0.38,ERA5,4.62,-5.58
1954-02-18 00:00:00+00:00,0.21,-1.03,1.07,ERA5,4.68,-4.47
1954-02-19 00:00:00+00:00,1.06,-0.37,2.27,ERA5,4.72,-3.66
1954-02-20 00:00:00+00:00,1.72,-1.49,3.93,ERA5,4.77,-3.05
1954-02-21 00:00:00+00:00,2.63,-0.77,4.89,ERA5,4.83,-2.2
1954-02-22 00:00:00+00:00,4.43,0.31,7.11,ERA5,4.89,-0.47
1954-02-23 00:00:00+00:00,6.47,3.8,9.1,ERA5,4.96,1.5
1954-02-24 00:00:00+00:00,6.22,4.41,8.02,ERA5,5.03,1.18
1954-02-25 00:00:00+00:00,6.4,5.41,7.74,ERA5,5.11,1.29
1954-02-26 00:00:00+00:00,4.89,2.87,7.5,ERA5,5.19,-0.3
1954-02-27 00:00:00+00:00,3.83,0.45,6.11,ERA5,5.27,-1.44
1954-02-28 00:00:00+00:00,2.19,-0.12,4.73,ERA5,5.36,-3.17
1954-03-01 00:00:00+00:00,-0.01,-1.77,1.36,ERA5,5.46,-5.47
1954-03-02 00:00:00+00:00,1.12,-0.79,3.27,ERA5,5.56,-4.44
1954-03-03 00:00:00+00:00,4.18,1.65,6.46,ERA5,5.67,-1.49
1954-03-04 00:00:00+00:00,4.01,1.3,5.96,ERA5,5.77,-1.76
1954-03-05 00:00:00+00:00,2.33,0.84,3.54,ERA5,5.86,-3.53
1954-03-06 00:00:00+00:00,3.54,-1.15,6.65,ERA5,5.93,-2.39
1954-03-07 00:00:00+00:00,7.01,4.91,9.13,ERA5,6.0,1.01
1954-03-08 00:00:00+00:00,8.54,7.57,10.22,ERA5,6.07,2.46
1954-03-09 00:00:00+00:00,9.82,6.53,14.42,ERA5,6.14,3.68
1954-03-10 00:00:00+00:00,10.03,4.98,14.56,ERA5,6.23,3.8
1954-03-11 00:00:00+00:00,8.45,4.5,13.1,ERA5,6.31,2.13
1954-03-12 00:00:00+00:00,5.96,0.95,11.02,ERA5,6.41,-0.46
1954-03-13 00:00:00+00:00,4.85,1.58,8.31,ERA5,6.5,-1.66
1954-03-14 00:00:00+00:00,5.09,2.0,8.73,ERA5,6.58,-1.49
1954-03-15 00:00:00+00:00,3.26,2.24,4.19,ERA5,6.66,-3.41
1954-03-16 00:00:00+00:00,2.43,1.32,4.01,ERA5,6.77,-4.34
1954-03-17 00:00:00+00:00,4.97,1.45,9.06,ERA5,6.87,-1.9
1954-03-18 00:00:00+00:00,7.87,1.38,13.85,ERA5,6.96,0.91
1954-03-19 00:00:00+00:00,9.85,6.72,13.0,ERA5,7.04,2.81
1954-03-20 00:00:00+00:00,9.96,6.56,11.92,ERA5,7.13,2.83
1954-03-21 00:00:00+00:00,9.71,6.28,12.37,ERA5,7.24,2.47
1954-03-22 00:00:00+00:00,12.14,6.66,16.56,ERA5,7.36,4.78
1954-03-23 00:00:00+00:00,10.88,6.65,13.89,ERA5,7.47,3.41
1954-03-24 00:00:00+00:00,8.52,5.12,10.82,ERA5,7.59,0.93
1954-03-25 00:00:00+00:00,7.01,3.44,9.9,ERA5,7.72,-0.71
1954-03-26 00:00:00+00:00,6.73,2.36,8.29,ERA5,7.84,-1.11
1954-03-27 00:00:00+00:00,5.42,0.39,10.51,ERA5,7.95,-2.54
1954-03-28 00:00:00+00:00,6.7,1.45,10.92,ERA5,8.05,-1.35
1954-03-29 00:00:00+00:00,8.69,6.13,11.87,ERA5,8.16,0.53
1954-03-30 00:00:00+00:00,9.77,6.14,12.96,ERA5,8.27,1.5
1954-03-31 00:00:00+00:00,8.69,5.86,10.27,ERA5,8.38,0.31
1954-04-01 00:00:00+00:00,6.12,4.31,7.97,ERA5,8.49,-2.37
1954-04-02 00:00:00+00:00,8.14,4.45,11.28,ERA5,8.6,-0.46
1954-04-03 00:00:00+00:00,10.67,9.4,12.15,ERA5,8.71,1.96
1954-04-04 00:00:00+00:00,9.97,5.79,12.45,ERA5,8.81,1.16
1954-04-05 00:00:00+00:00,6.0,1.91,9.17,ERA5,8.91,-2.92
1954-04-06 00:00:00+00:00,4.26,1.35,7.58,ERA5,9.02,-4.76
1954-04-07 00:00:00+00:00,4.57,1.04,7.91,ERA5,9.13,-4.56
1954-04-08 00:00:00+00:00,4.63,0.04,8.92,ERA5,9.23,-4.61
1954-04-09 00:00:00+00:00,6.28,0.77,11.48,ERA5,9.34,-3.06
1954-04-10 00:00:00+00:00,5.42,0.57,9.67,ERA5,9.45,-4.02
1954-04-11 00:00:00+00:00,5.75,-0.13,11.21,ERA5,9.56,-3.81
1954-04-12 00:00:00+00:00,7.19,0.57,12.94,ERA5,9.67,-2.47
1954-04-13 00:00:00+00:00,6.58,0.66,11.43,ERA5,9.78,-3.19
1954-04-14 00:00:00+00:00,8.54,3.82,12.67,ERA5,9.87,-1.33
1954-04-15 00:00:00+00:00,8.12,5.57,9.86,ERA5,9.96,-1.83
1954-04-16 00:00:00+00:00,5.53,1.72,8.27,ERA5,10.04,-4.51
1954-04-17 00:00:00+00:00,3.96,-0.11,7.58,ERA5,10.13,-6.17
1954-04-18 00:00:00+00:00,4.63,-1.06,8.99,ERA5,10.23,-5.61
1954-04-19 00:00:00+00:00,4.97,1.8,7.29,ERA5,10.34,-5.37
1954-04-20 00:00:00+00:00,5.42,-0.78,9.4,ERA5,10.45,-5.04
1954-04-21 00:00:00+00:00,8.18,4.73,11.82,ERA5,10.57,-2.4
1954-04-22 00:00:00+00:00,6.26,1.86,10.74,ERA5,10.69,-4.43
1954-04-23 00:00:00+00:00,6.69,2.2,12.29,ERA5,10.81,-4.12
1954-04-24 00:00:00+00:00,7.85,2.3,13.09,ERA5,10.93,-3.08
1954-04-25 00:00:00+00:00,8.98,3.21,14.04,ERA5,11.06,-2.08
1954-04-26 00:00:00+00:00,8.72,3.09,13.95,ERA5,11.19,-2.47
1954-04-27 00:00:00+00:00,7.26,2.78,11.93,ERA5,11.32,-4.06
1954-04-28 00:00:00+00:00,6.79,2.18,11.83,ERA5,11.45,-4.66
1954-04-29 00:00:00+00:00,7.45,2.17,12.67,ERA5,11.57,-4.12
1954-04-30 00:00:00+00:00,9.62,1.74,15.7,ERA5,11.67,-2.05
1954-05-01 00:00:00+00:00,11.11,2.77,16.31,ERA5,11.76,-0.66
1954-05-02 00:00:00+00:00,9.43,6.62,11.71,ERA5,11.87,-2.43
1954-05-03 00:00:00+00:00,7.43,5.18,10.27,ERA5,11.97,-4.54
1954-05-04 00:00:00+00:00,7.84,5.06,11.09,ERA5,12.07,-4.23
1954-05-05 00:00:00+00:00,9.02,4.36,12.66,ERA5,12.19,-3.17
1954-05-06 00:00:00+00:00,10.22,6.15,13.33,ERA5,12.31,-2.09
1954-05-07 00:00:00+00:00,9.41,4.19,13.39,ERA5,12.43,-3.01
1954-05-08 00:00:00+00:00,11.57,5.95,16.06,ERA5,12.55,-0.98
1954-05-09 00:00:00+00:00,15.8,8.27,23.35,ERA5,12.68,3.12
1954-05-10 00:00:00+00:00,19.01,13.23,24.95,ERA5,12.79,6.22
1954-05-11 00:00:00+00:00,18.51,13.44,24.5,ERA5,12.91,5.6
1954-05-12 00:00:00+00:00,18.62,11.03,25.08,ERA5,13.01,5.61
1954-05-13 00:00:00+00:00,18.23,12.27,23.66,ERA5,13.12,5.12
1954-05-14 00:00:00+00:00,15.68,10.52,20.52,ERA5,13.23,2.45
1954-05-15 00:00:00+00:00,12.65,8.07,16.67,ERA5,13.34,-0.69
1954-05-16 00:00:00+00:00,11.5,7.62,15.44,ERA5,13.44,-1.94
1954-05-17 00:00:00+00:00,9.31,6.65,11.92,ERA5,13.54,-4.23
1954-05-18 00:00:00+00:00,8.7,6.2,11.96,ERA5,13.66,-4.96
1954-05-19 00:00:00+00:00,8.44,6.88,10.45,ERA5,13.78,-5.34
1954-05-20 00:00:00+00:00,9.23,6.82,11.3,ERA5,13.9,-4.67
1954-05-21 00:00:00+00:00,8.57,5.36,11.53,ERA5,14.01,-5.44
1954-05-22 00:00:00+00:00,7.65,5.45,9.03,ERA5,14.1,-6.45
1954-05-23 00:00:00+00:00,9.19,5.88,12.83,ERA5,14.17,-4.98
1954-05-24 00:00:00+00:00,11.55,5.94,15.83,ERA5,14.26,-2.7
1954-05-25 00:00:00+00:00,15.97,8.92,21.89,ERA5,14.34,1.63
1954-05-26 00:00:00+00:00,18.88,11.65,24.96,ERA5,14.42,4.46
1954-05-27 00:00:00+00:00,20.69,13.17,27.0,ERA5,14.52,6.17
1954-05-28 00:00:00+00:00,20.51,14.18,27.1,ERA5,14.62,5.89
1954-05-29 00:00:00+00:00,13.64,10.16,16.65,ERA5,14.72,-1.08
1954-05-30 00:00:00+00:00,11.73,9.33,14.05,ERA5,14.82,-3.09
1954-05-31 00:00:00+00:00,11.93,11.11,13.4,ERA5,14.92,-2.99
1954-06-01 00:00:00+00:00,11.46,10.19,12.77,ERA5,15.02,-3.56
1954-06-02 00:00:00+00:00,12.25,10.68,14.19,ERA5,15.13,-2.89
1954-06-03 00:00:00+00:00,14.63,11.51,18.49,ERA5,15.24,-0.61
1954-06-04 00:00:00+00:00,16.62,11.74,21.18,ERA5,15.36,1.26
1954-06-05 00:00:00+00:00,17.03,11.94,22.82,ERA5,15.47,1.57
1954-06-06 00:00:00+00:00,13.81,9.79,15.27,ERA5,15.55,-1.75
1954-06-07 00:00:00+00:00,13.59,8.61,17.24,ERA5,15.62,-2.03
1954-06-08 00:00:00+00:00,16.99,13.47,20.11,ERA5,15.69,1.3
1954-06-09 00:00:00+00:00,15.4,12.15,18.07,ERA5,15.75,-0.36
1954-06-10 00:00:00+00:00,14.43,12.36,16.56,ERA5,15.82,-1.39
1954-06-11 00:00:00+00:00,13.38,9.83,15.67,ERA5,15.9,-2.52
1954-06-12 00:00:00+00:00,13.51,9.04,16.68,ERA5,15.97,-2.46
1954-06-13 00:00:00+00:00,14.49,12.5,16.16,ERA5,16.04,-1.55
1954-06-14 00:00:00+00:00,11.92,6.36,13.9,ERA5,16.12,-4.21
1954-06-15 00:00:00+00:00,13.08,5.01,18.57,ERA5,16.21,-3.13
1954-06-16 00:00:00+00:00,15.43,10.4,19.21,ERA5,16.3,-0.87
1954-06-17 00:00:00+00:00,16.1,11.7,20.35,ERA5,16.38,-0.28
1954-06-18 00:00:00+00:00,18.52,15.08,22.3,ERA5,16.46,2.06
1954-06-19 00:00:00+00:00,22.38,16.5,27.09,ERA5,16.56,5.82
1954-06-20 00:00:00+00:00,19.44,15.63,23.05,ERA5,16.65,2.8
1954-06-21 00:00:00+00:00,16.72,14.03,20.01,ERA5,16.72,-0.0
