# Statistiques journalières de la température de l'air à 2 m à Sigy-le-Châtel (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
2004-07-04,20.94,10.96,29.41
2004-07-05,18.4,16.05,21.97
2004-07-06,19.28,15.46,23.36
2004-07-07,19.29,16.28,24.98
2004-07-08,16.29,13.76,20.89
2004-07-09,15.79,13.18,19.29
2004-07-10,15.04,10.57,19.33
2004-07-11,14.82,10.86,17.76
2004-07-12,14.0,11.72,17.13
2004-07-13,14.98,11.38,18.45
2004-07-14,16.81,8.92,23.52
2004-07-15,19.21,12.92,23.96
2004-07-16,22.43,15.0,29.46
2004-07-17,23.07,17.59,30.45
2004-07-18,19.31,16.18,21.53
2004-07-19,21.39,15.96,27.48
2004-07-20,21.21,17.39,26.84
2004-07-21,22.32,16.85,27.74
2004-07-22,24.71,17.61,32.58
2004-07-23,23.16,19.86,27.06
2004-07-24,21.07,17.34,25.83
2004-07-25,19.82,14.14,25.31
2004-07-26,16.9,12.6,20.37
2004-07-27,18.56,13.55,23.55
2004-07-28,19.51,12.26,26.45
2004-07-29,21.85,13.54,29.22
2004-07-30,22.47,15.88,29.46
2004-07-31,24.53,16.23,31.53
2004-08-01,24.73,16.39,32.58
2004-08-02,25.59,17.63,32.77
2004-08-03,22.2,18.31,26.31
2004-08-04,21.74,17.75,27.19
2004-08-05,19.2,17.15,21.44
2004-08-06,20.16,17.47,25.16
2004-08-07,22.3,16.88,28.0
2004-08-08,24.06,16.86,32.05
2004-08-09,24.26,20.22,30.16
2004-08-10,20.68,18.21,23.66
2004-08-11,21.9,16.31,28.07
2004-08-12,19.07,17.45,22.23
2004-08-13,19.02,16.43,22.35
2004-08-14,18.75,14.5,23.0
2004-08-15,20.15,15.26,25.81
2004-08-16,19.31,16.26,22.29
2004-08-17,17.9,17.07,19.09
2004-08-18,21.72,15.73,28.61
2004-08-19,19.58,16.79,23.56
2004-08-20,17.81,14.83,21.76
2004-08-21,15.21,12.54,17.8
2004-08-22,15.99,10.8,21.68
2004-08-23,20.2,13.34,28.1
2004-08-24,18.92,15.21,22.42
2004-08-25,15.98,13.18,18.64
2004-08-26,15.42,13.3,18.7
2004-08-27,16.82,12.53,22.52
2004-08-28,17.38,12.73,22.04
2004-08-29,18.25,15.32,22.49
2004-08-30,17.1,14.13,19.81
2004-08-31,15.36,11.61,19.8
2004-09-01,15.69,8.68,22.93
2004-09-02,18.91,12.63,25.8
2004-09-03,21.44,15.35,28.19
2004-09-04,21.94,15.68,28.48
2004-09-05,21.74,16.06,27.97
2004-09-06,22.28,15.05,29.42
2004-09-07,21.42,16.03,27.77
2004-09-08,20.32,14.2,27.03
2004-09-09,20.45,12.86,28.23
2004-09-10,21.4,17.31,26.79
2004-09-11,20.22,16.13,24.76
2004-09-12,17.05,13.52,20.14
2004-09-13,18.41,12.65,24.38
2004-09-14,16.61,13.51,20.32
2004-09-15,14.39,11.63,17.64
2004-09-16,13.43,9.35,18.4
2004-09-17,13.19,6.5,20.56
2004-09-18,15.68,7.31,24.47
2004-09-19,15.85,13.02,19.27
2004-09-20,15.02,11.44,19.4
2004-09-21,14.57,11.73,17.45
2004-09-22,13.07,10.16,16.22
2004-09-23,15.65,13.07,18.44
2004-09-24,12.16,8.86,14.99
2004-09-25,10.4,7.66,13.2
2004-09-26,11.77,9.67,15.28
2004-09-27,13.11,8.95,16.75
2004-09-28,14.38,11.99,16.88
2004-09-29,15.84,13.23,18.75
2004-09-30,15.35,10.97,21.27
2004-10-01,16.82,13.89,21.95
2004-10-02,15.24,12.81,18.28
2004-10-03,15.66,11.72,20.94
2004-10-04,18.44,12.42,25.8
2004-10-05,19.35,13.26,25.5
2004-10-06,13.9,11.61,17.5
2004-10-07,12.81,10.57,15.23
2004-10-08,16.56,13.06,21.65
2004-10-09,15.77,13.32,19.7
2004-10-10,14.38,10.36,18.47
2004-10-11,12.86,9.66,17.09
2004-10-12,13.02,10.11,16.97
2004-10-13,12.65,10.1,16.44
2004-10-14,10.9,9.76,12.33
2004-10-15,9.35,6.92,10.99
2004-10-16,7.98,6.3,11.33
2004-10-17,9.14,6.2,12.86
2004-10-18,10.77,8.48,13.99
2004-10-19,13.14,10.17,15.98
2004-10-20,17.86,16.04,20.07
2004-10-21,15.86,12.58,18.61
2004-10-22,15.13,10.31,21.05
2004-10-23,15.59,10.55,21.94
2004-10-24,17.16,12.68,22.75
2004-10-25,14.51,11.64,16.23
2004-10-26,10.03,5.7,11.75
2004-10-27,9.33,5.01,13.26
2004-10-28,12.95,12.25,13.66
2004-10-29,11.8,10.56,14.0
2004-10-30,11.1,7.28,16.06
2004-10-31,9.32,7.83,10.45
2004-11-01,10.29,8.28,12.35
2004-11-02,9.57,7.78,11.05
2004-11-03,11.32,9.42,13.48
2004-11-04,12.94,12.06,13.41
2004-11-05,10.2,6.18,12.18
2004-11-06,6.96,5.3,9.17
2004-11-07,6.92,4.17,9.46
2004-11-08,4.32,1.65,7.92
2004-11-09,3.08,-1.43,5.77
2004-11-10,2.47,-1.12,5.4
2004-11-11,2.92,1.53,4.88
2004-11-12,2.17,0.21,4.46
2004-11-13,4.08,2.18,6.38
2004-11-14,2.58,0.55,4.79
2004-11-15,1.54,-0.98,6.19
2004-11-16,3.45,0.95,5.48
2004-11-17,7.03,5.15,8.53
2004-11-18,8.0,6.6,9.58
2004-11-19,6.42,1.03,9.65
2004-11-20,2.69,-0.57,5.76
2004-11-21,5.29,3.27,7.35
2004-11-22,8.61,6.55,11.4
2004-11-23,8.97,7.34,11.4
2004-11-24,6.63,1.75,9.62
2004-11-25,3.14,0.38,7.1
2004-11-26,3.76,-0.36,9.07
2004-11-27,5.37,2.84,8.62
2004-11-28,5.44,2.29,8.06
2004-11-29,6.3,5.53,7.49
2004-11-30,4.49,4.09,5.35
2004-12-01,5.52,3.07,9.68
2004-12-02,6.64,3.14,10.51
2004-12-03,7.77,5.71,10.29
2004-12-04,5.96,5.52,6.57
2004-12-05,4.46,2.55,5.67
2004-12-06,2.03,0.46,4.11
2004-12-07,0.7,-0.99,2.33
2004-12-08,0.78,-0.76,1.81
2004-12-09,0.48,-0.93,2.61
2004-12-10,0.37,-1.07,2.8
2004-12-11,-1.19,-1.94,-0.39
2004-12-12,-1.36,-2.37,0.31
2004-12-13,-2.0,-3.31,1.11
2004-12-14,-2.04,-3.06,1.37
2004-12-15,-0.6,-3.07,3.53
2004-12-16,4.16,0.85,7.54
2004-12-17,6.77,5.73,9.83
2004-12-18,4.36,2.91,5.77
2004-12-19,6.98,1.63,9.96
2004-12-20,-0.06,-1.58,1.31
2004-12-21,-1.94,-3.77,0.73
2004-12-22,-1.54,-4.4,0.93
2004-12-23,4.95,1.12,8.12
2004-12-24,7.51,5.39,9.3
2004-12-25,4.24,1.87,6.14
2004-12-26,2.61,1.87,3.21
2004-12-27,0.75,-1.04,2.31
2004-12-28,0.12,-1.18,1.92
2004-12-29,1.38,-0.66,3.16
2004-12-30,1.9,-0.58,3.83
2004-12-31,4.07,2.08,6.0
2005-01-01,7.46,5.78,9.21
2005-01-02,6.43,2.13,9.25
2005-01-03,3.17,0.69,5.78
2005-01-04,0.99,-1.27,5.59
2005-01-05,5.34,0.12,9.64
2005-01-06,8.26,6.71,9.82
2005-01-07,5.92,3.01,8.57
2005-01-08,6.98,2.62,12.52
2005-01-09,8.02,5.08,12.08
2005-01-10,5.97,2.27,11.84
2005-01-11,5.72,2.02,11.65
2005-01-12,6.92,4.93,8.37
2005-01-13,4.69,0.66,7.22
2005-01-14,0.13,-1.6,3.53
2005-01-15,-0.95,-2.91,1.91
2005-01-16,-0.57,-2.57,3.93
2005-01-17,0.53,-2.65,4.6
2005-01-18,3.94,1.76,7.35
2005-01-19,3.78,1.62,5.79
2005-01-20,7.39,3.8,9.64
2005-01-21,7.98,6.97,8.63
2005-01-22,4.42,2.2,6.86
2005-01-23,1.35,-0.97,3.3
2005-01-24,-0.48,-2.38,1.18
2005-01-25,-2.55,-3.55,-1.0
2005-01-26,-2.85,-3.74,-1.79
2005-01-27,-3.76,-5.42,-1.44
2005-01-28,-3.13,-5.49,-0.97
2005-01-29,-3.22,-5.77,-1.14
2005-01-30,-4.36,-8.26,-1.05
2005-01-31,-0.27,-2.72,1.92
2005-02-01,2.87,1.06,4.86
2005-02-02,1.94,0.52,3.36
2005-02-03,3.05,1.2,5.69
2005-02-04,1.16,-1.92,5.15
2005-02-05,-0.31,-4.31,4.16
2005-02-06,2.64,0.05,6.74
2005-02-07,2.94,0.02,7.81
2005-02-08,3.85,0.3,10.71
2005-02-09,3.17,-1.61,10.9
2005-02-10,4.71,0.68,9.97
2005-02-11,6.47,4.65,9.68
2005-02-12,10.16,7.82,10.74
2005-02-13,3.92,0.27,7.0
2005-02-14,1.53,0.05,3.06
2005-02-15,0.62,0.08,1.21
2005-02-16,-0.31,-1.3,0.44
2005-02-17,-0.89,-2.16,0.15
2005-02-18,-0.5,-1.19,0.42
2005-02-19,0.53,-1.19,2.33
2005-02-20,0.26,-0.91,1.61
2005-02-21,-0.25,-2.74,1.57
2005-02-22,-1.76,-3.63,0.49
2005-02-23,-1.63,-3.77,0.51
2005-02-24,-2.31,-4.41,0.54
2005-02-25,-2.5,-5.98,1.63
2005-02-26,-1.74,-5.87,2.6
2005-02-27,-2.26,-5.39,-0.62
2005-02-28,-5.45,-7.98,-2.42
2005-03-01,-6.02,-12.62,0.21
2005-03-02,-1.73,-8.12,5.89
2005-03-03,0.95,-1.1,3.73
2005-03-04,0.06,-1.71,2.82
2005-03-05,-0.07,-1.75,1.4
2005-03-06,-0.42,-3.85,1.63
2005-03-07,-1.28,-4.8,1.71
2005-03-08,2.22,0.42,4.62
2005-03-09,2.99,1.64,4.94
2005-03-10,2.97,0.48,6.0
2005-03-11,2.9,-1.38,7.28
2005-03-12,3.88,2.08,6.24
2005-03-13,3.08,-0.75,8.5
2005-03-14,4.44,-2.23,10.54
2005-03-15,9.56,1.43,19.1
2005-03-16,12.62,4.55,21.79
2005-03-17,13.24,5.15,20.75
2005-03-18,13.81,5.97,21.71
2005-03-19,13.21,4.83,21.98
2005-03-20,12.74,6.38,20.46
2005-03-21,12.75,6.95,18.94
2005-03-22,11.1,9.33,12.57
2005-03-23,13.1,8.13,18.59
2005-03-24,11.86,9.01,13.34
2005-03-25,11.25,6.89,16.2
2005-03-26,13.16,9.77,18.16
2005-03-27,11.57,10.1,14.54
2005-03-28,11.63,9.83,14.77
2005-03-29,11.53,7.19,14.82
2005-03-30,10.72,7.95,13.64
2005-03-31,9.73,7.18,12.91
2005-04-01,11.18,5.38,18.05
2005-04-02,12.84,7.37,18.31
2005-04-03,12.15,7.1,17.93
2005-04-04,12.58,6.93,18.84
2005-04-05,11.28,8.19,15.29
2005-04-06,12.77,6.58,18.33
2005-04-07,10.61,9.07,13.04
2005-04-08,6.78,3.95,9.36
2005-04-09,3.81,2.17,5.95
2005-04-10,6.46,2.71,9.79
2005-04-11,9.4,5.67,13.46
2005-04-12,9.57,5.04,13.9
2005-04-13,10.24,6.46,14.75
2005-04-14,13.0,7.55,20.17
2005-04-15,6.8,3.0,11.25
2005-04-16,5.16,4.18,5.98
2005-04-17,6.81,4.55,10.48
2005-04-18,7.62,5.25,10.93
2005-04-19,8.12,4.92,12.65
2005-04-20,7.91,4.77,11.45
2005-04-21,8.37,3.78,13.67
2005-04-22,10.56,2.21,17.57
2005-04-23,12.45,9.88,15.92
2005-04-24,11.44,10.48,12.93
2005-04-25,11.24,8.58,14.61
2005-04-26,13.35,8.22,18.87
2005-04-27,13.19,10.35,16.74
2005-04-28,15.31,8.4,21.47
2005-04-29,18.01,10.65,24.9
2005-04-30,20.04,11.66,27.58
2005-05-01,20.5,13.42,27.78
2005-05-02,20.0,16.09,24.58
2005-05-03,15.6,12.69,18.11
2005-05-04,12.79,11.16,14.83
2005-05-05,10.55,8.16,12.35
2005-05-06,10.6,6.76,13.81
2005-05-07,11.38,8.2,15.0
2005-05-08,10.63,5.44,15.43
2005-05-09,10.25,4.95,15.38
2005-05-10,10.83,6.28,15.7
2005-05-11,11.39,4.86,17.01
2005-05-12,12.33,5.21,19.03
2005-05-13,16.44,12.63,21.8
2005-05-14,14.18,11.63,17.37
2005-05-15,14.35,10.09,19.0
2005-05-16,12.98,9.53,16.32
2005-05-17,12.02,7.54,16.43
2005-05-18,10.29,6.02,15.01
2005-05-19,12.87,6.07,19.53
2005-05-20,18.39,8.49,26.98
2005-05-21,16.31,13.95,20.03
2005-05-22,12.87,11.03,15.3
2005-05-23,12.69,8.53,16.59
2005-05-24,15.09,6.96,21.02
2005-05-25,18.69,9.98,25.6
2005-05-26,21.15,11.85,29.22
2005-05-27,22.73,14.11,30.3
2005-05-28,22.41,15.82,28.76
2005-05-29,22.88,15.24,29.91
2005-05-30,16.2,10.97,19.9
2005-05-31,14.87,8.05,20.32
2005-06-01,15.84,9.12,21.41
2005-06-02,17.96,9.79,24.89
2005-06-03,19.84,12.71,28.71
2005-06-04,15.7,13.15,19.31
2005-06-05,15.45,11.1,19.05
2005-06-06,15.12,13.44,17.24
2005-06-07,14.14,9.32,18.09
2005-06-08,13.09,6.73,18.89
2005-06-09,14.37,8.52,19.48
2005-06-10,14.56,7.33,20.59
2005-06-11,16.1,6.81,22.87
2005-06-12,17.66,10.14,24.56
2005-06-13,17.11,14.06,21.61
2005-06-14,16.22,14.51,19.04
2005-06-15,17.21,11.7,22.34
2005-06-16,18.87,14.46,23.43
2005-06-17,21.52,14.14,27.46
2005-06-18,23.75,17.06,29.39
2005-06-19,23.82,16.98,30.51
2005-06-20,23.36,14.81,30.84
2005-06-21,24.27,17.51,30.81
2005-06-22,25.43,18.59,31.89
2005-06-23,25.86,20.36,33.79
2005-06-24,24.22,19.02,32.88
2005-06-25,23.46,17.86,29.56
2005-06-26,25.24,19.36,31.48
2005-06-27,26.54,19.52,33.8
2005-06-28,26.25,20.35,33.98
2005-06-29,20.99,17.53,25.55
2005-06-30,19.34,15.83,22.78
2005-07-01,17.6,14.43,20.5
2005-07-02,19.18,15.69,23.77
2005-07-03,22.76,15.64,29.31
2005-07-04,18.48,13.86,21.7
2005-07-05,16.24,11.31,20.87
2005-07-06,16.41,14.28,19.24
2005-07-07,14.91,13.17,16.36
2005-07-08,14.51,12.35,17.06
2005-07-09,15.2,12.29,18.78
2005-07-10,19.16,13.23,24.8
2005-07-11,21.62,15.78,26.76
2005-07-12,21.95,15.73,27.45
2005-07-13,23.01,16.55,29.23
2005-07-14,23.91,16.13,31.01
2005-07-15,26.69,18.13,33.5
2005-07-16,26.28,21.58,32.12
2005-07-17,26.16,18.32,33.31
2005-07-18,20.91,18.49,23.74
2005-07-19,19.3,15.51,22.61
2005-07-20,19.01,13.98,23.34
2005-07-21,20.21,15.44,24.85
2005-07-22,19.03,13.33,23.69
2005-07-23,19.04,13.07,24.99
2005-07-24,21.56,16.87,28.08
2005-07-25,22.51,18.98,27.27
2005-07-26,23.67,17.68,29.77
2005-07-27,26.94,18.35,34.61
2005-07-28,27.9,20.7,36.7
2005-07-29,21.28,16.95,26.21
2005-07-30,19.08,14.97,23.17
2005-07-31,17.92,13.96,22.78
2005-08-01,18.64,13.01,23.56
2005-08-02,18.56,15.43,21.97
2005-08-03,19.68,14.42,24.32
2005-08-04,19.26,13.41,24.95
2005-08-05,20.26,11.82,26.77
2005-08-06,20.3,16.92,24.43
2005-08-07,17.33,14.15,20.88
2005-08-08,16.3,10.2,21.98
2005-08-09,17.73,9.16,25.53
2005-08-10,20.2,11.82,27.78
2005-08-11,20.11,14.52,26.05
2005-08-12,20.27,12.23,27.19
2005-08-13,19.34,14.22,24.64
2005-08-14,17.31,14.52,20.72
2005-08-15,15.99,11.68,20.12
2005-08-16,17.91,11.33,24.2
2005-08-17,19.78,11.74,27.62
2005-08-18,20.79,15.82,27.08
2005-08-19,19.45,16.19,23.46
2005-08-20,17.57,14.11,20.99
2005-08-21,16.24,12.91,19.76
2005-08-22,16.53,15.04,20.13
2005-08-23,17.47,13.9,23.0
2005-08-24,17.93,14.41,22.57
2005-08-25,17.43,15.13,20.59
2005-08-26,16.18,11.31,20.37
2005-08-27,15.34,9.49,20.39
2005-08-28,18.4,11.81,24.84
2005-08-29,20.24,12.13,27.65
2005-08-30,22.73,15.05,30.65
2005-08-31,24.26,16.47,32.68
2005-09-01,21.3,18.38,25.31
2005-09-02,21.95,16.32,28.13
2005-09-03,23.24,16.47,30.91
2005-09-04,23.46,16.9,31.64
2005-09-05,19.84,17.14,22.48
2005-09-06,18.29,15.51,21.49
2005-09-07,19.28,14.97,25.2
2005-09-08,19.93,14.8,25.83
2005-09-09,19.57,15.55,24.98
2005-09-10,17.42,15.12,20.33
2005-09-11,15.65,12.89,18.94
2005-09-12,16.35,13.7,20.1
2005-09-13,17.84,14.26,22.31
2005-09-14,17.88,14.21,23.0
2005-09-15,18.23,12.69,24.03
2005-09-16,16.33,10.82,19.39
2005-09-17,11.13,8.67,14.14
2005-09-18,11.2,7.41,13.78
2005-09-19,12.88,9.17,16.89
2005-09-20,13.23,7.8,18.9
2005-09-21,13.19,6.49,19.95
2005-09-22,13.9,7.14,21.89
2005-09-23,15.62,7.75,23.15
2005-09-24,17.25,11.67,24.26
2005-09-25,16.11,11.85,21.85
2005-09-26,16.64,14.33,20.52
2005-09-27,16.18,13.3,21.03
2005-09-28,14.65,12.84,17.11
2005-09-29,13.54,10.69,15.53
2005-09-30,12.79,7.72,17.33
2005-10-01,12.74,10.45,14.99
2005-10-02,9.87,8.44,11.95
2005-10-03,10.55,9.0,12.12
2005-10-04,10.74,10.08,12.04
2005-10-05,12.35,10.8,14.85
2005-10-06,11.86,10.33,14.35
2005-10-07,12.48,8.8,17.38
2005-10-08,13.63,8.46,21.34
2005-10-09,14.17,7.64,22.48
2005-10-10,14.62,8.31,22.38
2005-10-11,15.31,10.89,20.82
2005-10-12,15.72,12.67,20.68
2005-10-13,14.68,10.75,20.75
2005-10-14,13.54,8.5,20.59
2005-10-15,13.06,7.33,20.5
2005-10-16,14.06,9.5,19.37
2005-10-17,13.48,10.32,19.11
2005-10-18,12.96,9.47,16.3
2005-10-19,14.24,12.41,18.23
2005-10-20,14.54,10.06,19.24
2005-10-21,15.86,13.78,19.57
2005-10-22,16.3,13.85,20.53
2005-10-23,13.87,11.01,17.18
2005-10-24,13.42,11.08,16.93
2005-10-25,15.6,11.89,20.49
2005-10-26,15.89,11.68,21.42
2005-10-27,16.74,13.17,21.43
2005-10-28,17.28,15.11,20.87
2005-10-29,16.95,14.47,19.78
2005-10-30,16.33,12.63,21.13
2005-10-31,16.52,12.58,20.05
2005-11-01,12.39,9.08,16.59
2005-11-02,13.62,9.25,17.42
2005-11-03,15.52,11.52,20.03
2005-11-04,12.44,9.88,14.61
2005-11-05,8.34,4.05,11.94
2005-11-06,6.03,1.93,12.41
2005-11-07,7.02,3.26,13.81
2005-11-08,9.13,3.4,16.58
2005-11-09,10.34,8.18,12.58
2005-11-10,7.87,6.18,9.26
2005-11-11,5.51,3.3,8.79
2005-11-12,8.68,3.94,11.84
2005-11-13,10.51,8.14,13.51
2005-11-14,6.91,5.61,8.68
2005-11-15,6.0,4.64,8.61
2005-11-16,6.39,5.13,7.84
2005-11-17,3.1,0.68,6.02
2005-11-18,0.77,-1.87,4.74
2005-11-19,0.9,-1.57,4.63
2005-11-20,-1.94,-4.48,2.42
2005-11-21,-0.3,-4.38,3.73
2005-11-22,1.75,-0.77,4.07
2005-11-23,0.84,-1.0,3.32
2005-11-24,-0.13,-2.17,1.85
2005-11-25,0.76,-1.14,2.82
2005-11-26,-0.75,-3.14,3.35
2005-11-27,0.04,-1.92,1.67
2005-11-28,1.84,0.72,2.92
2005-11-29,1.93,1.04,3.78
2005-11-30,1.16,-0.78,1.74
2005-12-01,0.01,-2.79,2.95
2005-12-02,6.71,2.59,8.88
2005-12-03,6.95,5.03,8.95
2005-12-04,8.22,7.12,9.75
2005-12-05,5.92,3.54,7.69
2005-12-06,3.45,2.28,4.48
2005-12-07,3.65,2.47,4.87
2005-12-08,4.5,3.09,6.47
2005-12-09,4.0,1.41,5.26
2005-12-10,1.0,-0.67,2.83
2005-12-11,-0.26,-1.79,2.78
2005-12-12,-0.79,-3.78,2.48
2005-12-13,2.1,0.64,3.35
2005-12-14,2.39,1.28,3.59
2005-12-15,3.19,1.98,4.69
2005-12-16,4.93,2.85,6.96
2005-12-17,2.14,-1.25,6.52
2005-12-18,-0.51,-3.27,1.52
2005-12-19,-1.27,-4.46,1.56
2005-12-20,-0.3,-0.94,0.16
2005-12-21,-1.06,-2.0,-0.24
2005-12-22,-1.18,-2.26,0.13
2005-12-23,0.47,-2.01,3.97
2005-12-24,0.42,-0.68,1.05
2005-12-25,1.78,0.02,4.18
2005-12-26,1.06,-1.97,3.26
2005-12-27,-2.34,-3.79,-1.13
2005-12-28,-4.14,-5.17,-2.97
2005-12-29,-5.84,-12.48,-2.78
2005-12-30,-7.18,-14.82,5.27
2005-12-31,6.48,4.98,7.8
2006-01-01,4.2,2.82,5.08
2006-01-02,3.91,2.87,4.94
2006-01-03,2.72,-0.21,4.83
2006-01-04,0.23,-0.61,1.74
2006-01-05,-0.33,-1.18,0.44
2006-01-06,0.63,0.17,1.37
2006-01-07,0.47,-1.5,2.34
2006-01-08,2.24,0.57,5.21
2006-01-09,-0.15,-2.52,3.8
2006-01-10,-2.96,-4.81,0.2
2006-01-11,-2.55,-4.01,0.69
2006-01-12,0.31,-2.02,3.25
2006-01-13,0.33,-2.23,4.99
2006-01-14,0.56,-2.14,5.87
2006-01-15,0.26,-3.96,5.65
2006-01-16,3.02,1.27,5.55
2006-01-17,4.67,2.84,6.36
2006-01-18,6.39,5.57,6.83
2006-01-19,5.08,2.17,7.04
2006-01-20,4.15,1.68,6.85
2006-01-21,5.14,3.09,6.5
2006-01-22,3.09,0.44,5.8
2006-01-23,-0.24,-3.4,2.3
2006-01-24,-2.12,-5.57,3.31
2006-01-25,-0.66,-5.11,5.76
2006-01-26,-0.97,-2.54,0.8
2006-01-27,-2.35,-3.39,-1.24
2006-01-28,-2.27,-4.08,-0.27
2006-01-29,-0.45,-3.6,2.17
2006-01-30,-0.18,-3.62,4.65
2006-01-31,-0.82,-4.32,5.13
2006-02-01,-1.98,-4.62,2.03
2006-02-02,-1.72,-3.01,-0.89
2006-02-03,-2.25,-3.21,-1.21
2006-02-04,-3.09,-3.85,-1.83
2006-02-05,-1.85,-3.57,0.73
2006-02-06,0.94,-2.64,3.69
2006-02-07,1.92,0.91,3.05
2006-02-08,2.44,1.65,3.94
2006-02-09,2.32,-0.05,4.54
2006-02-10,0.23,-2.01,3.19
2006-02-11,-0.12,-3.0,3.93
2006-02-12,-1.04,-5.89,2.29
2006-02-13,0.75,-0.94,2.51
2006-02-14,4.7,0.21,9.82
2006-02-15,6.06,5.22,7.04
2006-02-16,9.28,5.87,12.03
2006-02-17,6.65,5.17,8.63
2006-02-18,7.45,5.91,10.06
2006-02-19,5.68,2.29,8.78
2006-02-20,5.44,3.13,8.5
2006-02-21,5.05,2.37,8.61
2006-02-22,3.24,0.37,5.83
2006-02-23,3.07,1.9,4.01
2006-02-24,2.32,0.8,4.25
2006-02-25,2.23,-1.03,4.91
2006-02-26,0.45,-1.89,3.91
2006-02-27,-0.39,-3.07,3.31
2006-02-28,-0.34,-2.81,1.78
2006-03-01,0.5,-0.99,2.71
2006-03-02,1.56,-1.19,4.56
2006-03-03,7.69,3.49,11.3
2006-03-04,4.74,-1.66,8.62
2006-03-05,0.36,-1.96,3.16
2006-03-06,1.78,0.04,4.84
2006-03-07,1.92,-0.43,4.88
2006-03-08,6.96,1.54,10.67
2006-03-09,9.45,6.99,11.63
2006-03-10,5.5,2.4,7.29
2006-03-11,3.06,1.52,4.96
2006-03-12,-1.11,-3.49,1.15
2006-03-13,-1.35,-5.09,2.8
2006-03-14,0.35,-4.67,6.81
2006-03-15,1.84,-4.03,8.05
2006-03-16,2.26,-2.25,7.66
2006-03-17,2.8,-3.02,9.74
2006-03-18,4.56,-1.01,9.58
2006-03-19,6.93,3.52,11.81
2006-03-20,10.29,6.03,15.08
2006-03-21,10.16,7.4,13.59
2006-03-22,7.61,5.04,10.42
2006-03-23,8.89,6.91,12.06
2006-03-24,11.0,7.97,15.36
2006-03-25,12.12,10.36,14.22
2006-03-26,16.5,10.78,23.11
2006-03-27,14.86,11.57,19.42
2006-03-28,9.24,7.36,10.92
2006-03-29,9.42,7.11,13.41
2006-03-30,12.15,8.78,15.99
2006-03-31,13.33,9.04,17.09
2006-04-01,11.32,6.86,16.58
2006-04-02,11.28,7.5,14.98
2006-04-03,9.07,4.95,12.89
2006-04-04,9.61,3.74,14.62
2006-04-05,4.52,1.97,7.51
2006-04-06,4.76,0.25,9.87
2006-04-07,6.01,-1.62,13.0
2006-04-08,9.31,0.15,17.05
2006-04-09,7.31,5.18,9.68
2006-04-10,3.76,2.1,5.68
2006-04-11,5.06,0.46,9.13
2006-04-12,7.1,4.15,10.72
2006-04-13,8.63,4.46,12.14
2006-04-14,12.24,9.55,17.15
2006-04-15,12.26,9.44,15.07
2006-04-16,11.61,8.0,14.88
2006-04-17,10.96,5.58,15.49
2006-04-18,11.14,7.04,14.77
2006-04-19,10.32,3.51,16.28
2006-04-20,12.09,4.47,19.22
2006-04-21,14.86,7.27,21.96
2006-04-22,15.5,8.46,21.93
2006-04-23,15.62,9.88,21.55
2006-04-24,15.03,10.45,21.8
2006-04-25,14.75,9.71,19.77
2006-04-26,14.1,10.21,18.03
2006-04-27,13.64,11.0,17.07
2006-04-28,12.13,8.67,15.25
2006-04-29,7.68,3.02,12.27
2006-04-30,7.32,-0.14,12.56
2006-05-01,11.32,4.97,16.37
2006-05-02,15.33,6.92,22.25
2006-05-03,17.69,11.23,24.31
2006-05-04,18.82,10.87,25.29
2006-05-05,17.16,14.49,21.58
2006-05-06,15.24,12.42,20.22
2006-05-07,15.37,13.19,18.25
2006-05-08,11.64,8.07,14.72
2006-05-09,10.16,7.48,13.5
2006-05-10,9.16,6.66,11.8
2006-05-11,13.09,7.59,19.12
2006-05-12,14.42,9.26,21.0
2006-05-13,13.01,9.0,16.91
2006-05-14,15.28,10.88,20.49
2006-05-15,17.65,10.57,26.06
2006-05-16,17.05,14.41,20.54
2006-05-17,19.36,12.66,25.25
2006-05-18,15.92,12.32,19.85
2006-05-19,14.45,12.04,17.53
2006-05-20,14.0,12.09,17.5
2006-05-21,17.0,11.37,22.51
2006-05-22,14.62,10.8,17.21
2006-05-23,11.91,7.84,15.72
2006-05-24,11.53,5.17,16.6
2006-05-25,13.15,7.42,17.48
2006-05-26,16.6,12.91,19.58
2006-05-27,17.98,14.81,21.42
2006-05-28,17.67,15.15,20.55
2006-05-29,13.24,8.28,15.18
2006-05-30,8.93,5.99,11.89
2006-05-31,8.59,5.17,12.16
2006-06-01,9.26,6.3,12.73
2006-06-02,9.86,5.83,13.99
2006-06-03,13.37,6.23,18.94
2006-06-04,15.02,8.83,20.26
2006-06-05,15.47,9.85,20.56
2006-06-06,15.29,9.44,20.51
2006-06-07,15.12,7.83,20.68
2006-06-08,16.62,8.4,23.56
2006-06-09,18.39,9.36,25.78
2006-06-10,20.02,11.75,27.61
2006-06-11,21.36,12.59,28.91
2006-06-12,22.54,15.14,29.59
2006-06-13,22.66,14.24,30.43
2006-06-14,23.47,15.01,31.26
2006-06-15,23.41,15.95,30.47
2006-06-16,21.82,16.39,28.41
2006-06-17,21.3,16.72,28.42
2006-06-18,22.51,15.43,28.67
2006-06-19,22.33,18.3,27.71
2006-06-20,20.57,17.36,25.0
2006-06-21,21.19,17.07,26.78
2006-06-22,18.75,15.08,21.31
2006-06-23,18.99,11.09,25.26
