# Statistiques journalières de la température de l'air à 2 m à Bruxelles (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1959-01-01,5.21,2.17,7.06
1959-01-02,4.77,2.06,6.78
1959-01-03,2.33,0.47,3.47
1959-01-04,0.71,-1.04,1.98
1959-01-05,1.67,-0.08,3.04
1959-01-06,3.55,1.64,8.2
1959-01-07,5.38,1.32,9.18
1959-01-08,1.69,0.04,3.67
1959-01-09,0.36,-1.91,1.72
1959-01-10,-0.26,-1.75,1.69
1959-01-11,-2.38,-4.08,-0.62
1959-01-12,-0.1,-2.21,1.46
1959-01-13,0.54,-0.61,1.83
1959-01-14,-0.59,-2.85,0.99
1959-01-15,-2.17,-5.5,0.44
1959-01-16,-1.48,-4.35,2.07
1959-01-17,-2.34,-6.34,0.61
1959-01-18,0.56,-0.67,1.8
1959-01-19,4.39,1.36,7.5
1959-01-20,8.55,7.16,10.69
1959-01-21,7.48,5.84,8.77
1959-01-22,9.72,7.62,12.16
1959-01-23,5.9,3.29,9.76
1959-01-24,1.91,-0.02,4.22
1959-01-25,1.01,-1.14,4.54
1959-01-26,-0.97,-3.97,1.84
1959-01-27,0.54,-2.59,4.96
1959-01-28,0.89,-2.72,6.17
1959-01-29,-0.7,-4.0,5.53
1959-01-30,-2.66,-4.53,-1.48
1959-01-31,0.98,-1.71,4.09
1959-02-01,-0.45,-2.5,1.99
1959-02-02,-1.52,-3.48,0.71
1959-02-03,-1.7,-4.15,1.46
1959-02-04,-0.36,-2.81,3.72
1959-02-05,-1.26,-4.6,3.15
1959-02-06,-2.59,-4.11,0.1
1959-02-07,-3.96,-6.11,-1.39
1959-02-08,-3.24,-5.35,0.34
1959-02-09,-2.84,-5.51,-0.45
1959-02-10,0.97,-1.24,3.68
1959-02-11,-1.42,-2.09,-0.19
1959-02-12,0.01,-1.09,1.45
1959-02-13,-1.09,-2.61,-0.0
1959-02-14,-1.4,-4.94,2.91
1959-02-15,-1.49,-4.5,3.04
1959-02-16,-0.45,-3.61,5.15
1959-02-17,1.4,-0.85,3.57
1959-02-18,0.96,-1.52,4.14
1959-02-19,-0.82,-3.11,2.15
1959-02-20,3.56,-1.95,9.14
1959-02-21,4.89,2.46,7.48
1959-02-22,5.11,3.2,6.42
1959-02-23,6.84,5.51,8.57
1959-02-24,5.45,1.89,8.87
1959-02-25,3.84,-0.7,10.04
1959-02-26,6.31,-1.37,13.5
1959-02-27,8.52,3.31,15.43
1959-02-28,9.35,4.17,17.22
1959-03-01,8.71,1.89,15.61
1959-03-02,9.84,4.92,15.02
1959-03-03,9.94,7.84,11.76
1959-03-04,9.61,8.32,11.22
1959-03-05,9.73,7.42,13.03
1959-03-06,9.29,7.42,13.16
1959-03-07,8.74,6.51,11.86
1959-03-08,8.08,5.04,12.27
1959-03-09,7.29,2.5,12.78
1959-03-10,7.62,4.04,11.92
1959-03-11,10.23,6.31,14.79
1959-03-12,7.62,4.1,11.03
1959-03-13,5.5,1.11,8.69
1959-03-14,3.9,0.93,7.72
1959-03-15,5.07,-1.14,9.94
1959-03-16,4.02,1.41,7.03
1959-03-17,4.02,1.07,7.52
1959-03-18,2.69,-0.89,5.74
1959-03-19,6.03,1.21,12.03
1959-03-20,5.32,2.41,7.45
1959-03-21,6.25,2.44,11.73
1959-03-22,9.86,5.21,12.69
1959-03-23,9.03,6.38,12.05
1959-03-24,11.65,6.7,17.41
1959-03-25,9.44,5.66,10.79
1959-03-26,7.23,3.45,12.34
1959-03-27,8.99,3.33,13.69
1959-03-28,8.88,4.97,13.15
1959-03-29,8.8,3.63,13.02
1959-03-30,7.49,3.96,10.38
1959-03-31,7.92,0.71,13.65
1959-04-01,8.87,3.18,13.16
1959-04-02,10.81,7.93,14.16
1959-04-03,11.69,5.1,18.3
1959-04-04,12.25,5.19,19.46
1959-04-05,10.16,4.83,12.55
1959-04-06,7.48,3.43,11.49
1959-04-07,6.08,3.88,8.51
1959-04-08,9.03,5.65,12.09
1959-04-09,7.42,4.23,9.72
1959-04-10,6.47,3.61,9.9
1959-04-11,8.03,3.93,10.56
1959-04-12,11.52,9.34,13.95
1959-04-13,15.49,9.9,21.1
1959-04-14,16.61,11.28,21.46
1959-04-15,14.01,8.47,17.44
1959-04-16,12.08,8.47,16.2
1959-04-17,12.41,8.76,18.27
1959-04-18,9.34,5.9,11.93
1959-04-19,7.15,2.86,9.94
1959-04-20,4.92,-0.85,9.25
1959-04-21,6.32,0.5,11.03
1959-04-22,9.87,3.86,14.61
1959-04-23,11.05,3.58,16.74
1959-04-24,11.98,5.45,17.69
1959-04-25,14.14,10.2,18.33
1959-04-26,11.47,8.71,13.95
1959-04-27,10.42,7.92,13.39
1959-04-28,9.5,4.22,12.02
1959-04-29,9.03,2.62,12.67
1959-04-30,11.12,7.7,13.5
1959-05-01,9.47,7.4,12.73
1959-05-02,9.21,5.59,11.93
1959-05-03,8.61,4.41,12.04
1959-05-04,9.55,3.98,13.38
1959-05-05,8.19,2.12,13.54
1959-05-06,11.26,5.95,16.81
1959-05-07,14.65,7.02,21.73
1959-05-08,16.75,12.64,21.45
1959-05-09,18.65,11.84,24.82
1959-05-10,18.45,12.82,25.37
1959-05-11,19.36,12.65,25.1
1959-05-12,18.62,12.63,24.47
1959-05-13,15.9,10.03,21.38
1959-05-14,14.11,9.13,19.48
1959-05-15,13.49,8.92,17.45
1959-05-16,13.87,8.82,18.85
1959-05-17,14.43,10.25,19.89
1959-05-18,12.6,9.21,17.38
1959-05-19,12.16,9.12,15.29
1959-05-20,14.8,10.62,19.35
1959-05-21,17.96,13.34,22.64
1959-05-22,17.78,13.14,22.89
1959-05-23,16.57,12.08,21.49
1959-05-24,15.61,10.09,21.55
1959-05-25,13.69,8.47,18.83
1959-05-26,11.6,9.14,15.1
1959-05-27,10.86,8.54,13.61
1959-05-28,9.69,7.36,12.25
1959-05-29,10.66,7.34,13.7
1959-05-30,11.21,6.63,15.71
1959-05-31,13.52,6.54,18.6
1959-06-01,14.15,9.22,18.43
1959-06-02,14.48,9.55,19.07
1959-06-03,17.14,9.17,23.65
1959-06-04,19.72,13.07,25.82
1959-06-05,20.75,13.4,27.01
1959-06-06,17.26,13.12,21.08
1959-06-07,16.36,12.63,20.35
1959-06-08,14.32,8.75,18.94
1959-06-09,12.91,9.08,15.48
1959-06-10,12.11,8.07,15.35
1959-06-11,12.7,7.74,17.41
1959-06-12,12.93,5.97,18.14
1959-06-13,15.62,8.7,21.4
1959-06-14,14.75,9.66,20.35
1959-06-15,14.1,8.35,21.49
1959-06-16,13.45,7.36,18.3
1959-06-17,17.19,9.59,24.05
1959-06-18,17.41,11.53,23.42
1959-06-19,15.32,8.85,20.5
1959-06-20,16.41,9.95,22.15
1959-06-21,20.0,13.6,27.44
1959-06-22,20.21,15.4,23.53
1959-06-23,19.7,13.42,25.46
1959-06-24,21.86,15.24,28.08
1959-06-25,20.75,14.9,27.45
1959-06-26,18.0,15.08,20.75
1959-06-27,16.65,12.56,20.28
1959-06-28,16.55,12.29,20.01
1959-06-29,14.87,11.75,18.18
1959-06-30,13.96,12.17,16.65
1959-07-01,15.91,12.14,19.47
1959-07-02,18.21,14.5,21.59
1959-07-03,17.87,14.11,22.49
1959-07-04,20.87,13.73,27.01
1959-07-05,23.96,17.46,30.32
1959-07-06,19.65,12.62,22.07
1959-07-07,18.79,10.78,25.13
1959-07-08,23.67,14.5,31.71
1959-07-09,25.96,18.6,34.12
1959-07-10,23.06,17.82,29.98
1959-07-11,22.37,14.59,29.32
1959-07-12,17.33,13.13,21.65
1959-07-13,16.86,12.58,20.9
1959-07-14,16.01,10.1,20.59
1959-07-15,16.27,11.49,20.65
1959-07-16,17.58,11.3,23.18
1959-07-17,19.74,12.61,25.35
1959-07-18,23.19,16.32,29.46
1959-07-19,20.68,15.06,25.49
1959-07-20,18.6,11.36,24.8
1959-07-21,18.77,11.34,25.01
1959-07-22,19.71,13.73,25.67
1959-07-23,19.31,13.76,24.65
1959-07-24,19.26,14.17,24.76
1959-07-25,19.01,13.09,25.0
1959-07-26,20.0,14.09,25.94
1959-07-27,20.0,15.7,25.13
1959-07-28,17.6,13.89,21.38
1959-07-29,15.01,13.11,18.83
1959-07-30,14.8,13.1,17.94
1959-07-31,14.38,13.0,15.67
1959-08-01,17.1,14.22,20.37
1959-08-02,15.28,13.24,17.5
1959-08-03,14.24,10.73,17.11
1959-08-04,16.0,10.87,20.24
1959-08-05,16.23,12.88,18.93
1959-08-06,17.22,13.86,20.47
1959-08-07,18.79,13.41,24.6
1959-08-08,21.43,14.77,27.95
1959-08-09,20.99,18.21,23.83
1959-08-10,20.46,16.52,26.4
1959-08-11,17.71,15.41,19.84
1959-08-12,18.19,15.7,22.78
1959-08-13,19.46,15.91,23.06
1959-08-14,18.5,14.12,21.84
1959-08-15,16.17,11.76,21.52
1959-08-16,15.17,9.89,19.69
1959-08-17,15.62,9.74,20.78
1959-08-18,17.55,11.56,23.17
1959-08-19,20.89,14.6,27.24
1959-08-20,21.65,16.35,27.46
1959-08-21,20.18,16.32,25.39
1959-08-22,17.96,14.68,21.3
1959-08-23,18.7,13.82,24.58
1959-08-24,19.47,13.59,26.51
1959-08-25,21.06,16.16,27.06
1959-08-26,20.04,15.01,26.13
1959-08-27,16.7,12.05,21.33
1959-08-28,15.71,10.27,21.8
1959-08-29,14.13,10.66,17.42
1959-08-30,13.54,9.03,18.08
1959-08-31,14.23,9.0,18.84
1959-09-01,14.52,9.48,19.78
1959-09-02,14.99,9.6,20.85
1959-09-03,15.66,9.67,21.73
1959-09-04,17.27,12.23,22.47
1959-09-05,17.48,11.25,23.98
1959-09-06,17.17,12.12,23.45
1959-09-07,16.9,9.85,23.51
1959-09-08,17.1,10.12,23.65
1959-09-09,17.55,9.61,25.05
1959-09-10,19.11,11.42,27.39
1959-09-11,20.98,13.77,28.38
1959-09-12,20.43,11.55,28.75
1959-09-13,18.27,12.73,23.38
1959-09-14,14.3,10.58,18.83
1959-09-15,15.7,8.89,22.96
1959-09-16,15.61,10.53,20.48
1959-09-17,13.55,8.58,18.68
1959-09-18,13.39,7.62,19.59
1959-09-19,14.35,10.02,19.68
1959-09-20,14.34,8.97,21.12
1959-09-21,15.48,6.35,22.77
1959-09-22,15.65,13.05,17.81
1959-09-23,15.35,11.34,18.79
1959-09-24,13.24,8.98,17.43
1959-09-25,14.44,8.82,21.54
1959-09-26,14.85,9.47,19.15
1959-09-27,13.77,7.81,17.4
1959-09-28,11.87,5.82,17.14
1959-09-29,14.03,8.42,20.29
1959-09-30,13.5,8.41,20.47
1959-10-01,13.27,6.02,21.99
1959-10-02,15.74,9.04,24.46
1959-10-03,15.56,8.03,22.59
1959-10-04,14.82,8.49,21.17
1959-10-05,13.75,7.95,19.87
1959-10-06,11.33,4.86,19.07
1959-10-07,13.86,7.48,22.01
1959-10-08,12.55,4.93,21.09
1959-10-09,11.85,3.37,20.84
1959-10-10,14.54,9.47,20.72
1959-10-11,12.97,11.56,14.83
1959-10-12,13.38,9.99,17.29
1959-10-13,12.53,8.66,16.93
1959-10-14,12.03,7.46,18.0
1959-10-15,11.08,5.38,18.33
1959-10-16,13.04,7.97,19.03
1959-10-17,14.56,9.87,18.33
1959-10-18,14.42,11.8,16.95
1959-10-19,11.51,7.61,14.05
1959-10-20,9.18,6.22,14.07
1959-10-21,8.95,5.06,11.64
1959-10-22,12.0,7.31,14.93
1959-10-23,8.93,4.7,12.98
1959-10-24,9.97,7.54,13.88
1959-10-25,8.67,4.29,12.03
1959-10-26,8.78,4.42,12.43
1959-10-27,8.7,7.02,10.11
1959-10-28,6.25,4.17,8.93
1959-10-29,7.29,4.25,10.83
1959-10-30,6.25,4.6,7.75
1959-10-31,8.53,6.24,10.73
1959-11-01,7.24,3.02,9.76
1959-11-02,7.39,4.73,10.22
1959-11-03,8.04,6.65,10.29
1959-11-04,7.24,4.29,9.57
1959-11-05,4.95,2.16,7.08
1959-11-06,2.56,0.71,4.05
1959-11-07,2.81,1.27,4.76
1959-11-08,2.93,0.11,5.98
1959-11-09,3.5,-0.24,6.28
1959-11-10,6.77,3.4,9.12
1959-11-11,4.98,2.15,7.02
1959-11-12,2.62,-0.33,4.96
1959-11-13,4.77,1.45,7.38
1959-11-14,6.6,4.65,8.29
1959-11-15,7.35,6.1,8.37
1959-11-16,6.75,4.73,8.83
1959-11-17,5.76,1.87,8.29
1959-11-18,9.07,5.79,11.26
1959-11-19,10.97,8.81,12.92
1959-11-20,10.08,7.66,13.13
1959-11-21,8.03,5.64,12.13
1959-11-22,6.51,3.56,10.02
1959-11-23,5.98,2.55,6.94
1959-11-24,2.0,0.42,3.04
1959-11-25,3.18,-0.01,4.72
1959-11-26,4.82,-0.77,8.87
1959-11-27,8.15,7.2,9.53
1959-11-28,7.42,6.81,8.18
1959-11-29,8.63,6.76,10.34
1959-11-30,5.7,3.92,7.57
1959-12-01,4.28,3.57,5.08
1959-12-02,4.58,3.33,6.25
1959-12-03,6.79,5.58,7.81
1959-12-04,5.18,4.18,6.93
1959-12-05,5.0,2.01,6.85
1959-12-06,3.79,2.01,5.89
1959-12-07,3.98,1.8,5.8
1959-12-08,5.32,3.85,6.88
1959-12-09,4.47,1.06,5.71
1959-12-10,1.93,0.74,2.83
1959-12-11,1.38,-0.09,2.53
1959-12-12,0.55,-1.41,2.31
1959-12-13,0.57,-0.75,1.23
1959-12-14,2.96,-0.22,4.73
1959-12-15,0.98,-1.88,4.22
1959-12-16,2.97,-0.96,7.16
1959-12-17,8.06,6.78,9.94
1959-12-18,6.57,5.53,7.2
1959-12-19,4.93,1.76,8.06
1959-12-20,9.0,6.33,10.94
1959-12-21,4.66,2.35,6.27
1959-12-22,3.37,1.55,5.02
1959-12-23,6.47,4.15,7.71
1959-12-24,4.88,3.31,6.36
1959-12-25,7.18,5.45,10.04
1959-12-26,9.1,7.36,9.76
1959-12-27,7.07,5.68,8.3
1959-12-28,6.27,5.35,7.4
1959-12-29,6.09,4.61,8.13
1959-12-30,9.79,8.12,11.11
1959-12-31,8.53,6.86,9.58
1960-01-01,9.67,8.11,11.07
1960-01-02,8.1,6.82,8.75
1960-01-03,6.53,2.98,8.62
1960-01-04,7.2,3.82,10.04
1960-01-05,8.39,3.51,10.44
1960-01-06,3.84,1.4,6.69
1960-01-07,3.65,1.54,6.08
1960-01-08,3.51,0.8,5.91
1960-01-09,-2.62,-4.87,0.21
1960-01-10,-4.96,-6.33,-3.4
1960-01-11,-2.11,-5.97,2.24
1960-01-12,-5.98,-8.08,-3.47
1960-01-13,-7.05,-10.17,-3.61
1960-01-14,-7.03,-10.76,-3.36
1960-01-15,-8.08,-9.9,-5.93
1960-01-16,-3.98,-9.68,0.42
1960-01-17,-1.87,-3.35,0.33
1960-01-18,1.97,-0.19,3.3
1960-01-19,3.17,2.23,4.34
1960-01-20,2.46,0.05,3.95
1960-01-21,3.13,0.93,7.72
1960-01-22,8.53,6.3,10.69
1960-01-23,9.04,7.48,10.82
1960-01-24,11.76,9.97,14.74
1960-01-25,7.05,5.0,10.2
1960-01-26,4.88,4.03,5.87
1960-01-27,5.89,2.7,8.23
1960-01-28,7.86,6.12,10.06
1960-01-29,4.85,2.21,6.12
1960-01-30,6.47,2.93,8.38
1960-01-31,4.75,2.6,7.37
1960-02-01,2.35,-0.81,5.47
1960-02-02,5.01,2.5,7.09
1960-02-03,7.42,5.5,9.81
1960-02-04,6.58,4.11,8.59
1960-02-05,4.41,1.05,7.26
1960-02-06,3.98,0.69,5.77
1960-02-07,-2.1,-5.01,1.08
1960-02-08,-2.38,-5.9,2.07
1960-02-09,-1.51,-4.89,3.67
1960-02-10,-1.26,-6.16,3.45
1960-02-11,-0.14,-2.45,2.65
1960-02-12,2.1,0.03,4.82
1960-02-13,2.22,0.41,3.8
1960-02-14,1.81,0.12,3.54
1960-02-15,1.61,-0.15,3.68
1960-02-16,1.72,-0.19,4.61
1960-02-17,-0.03,-2.51,3.67
1960-02-18,-0.67,-3.47,3.68
1960-02-19,1.99,-2.66,7.79
1960-02-20,5.03,1.1,8.19
1960-02-21,5.58,0.63,8.47
1960-02-22,4.82,2.5,6.77
1960-02-23,3.96,1.69,5.47
1960-02-24,3.24,-0.99,7.08
1960-02-25,7.56,4.47,10.81
1960-02-26,8.97,8.0,10.19
1960-02-27,10.25,5.53,12.59
1960-02-28,12.24,6.82,17.09
1960-03-01,10.8,9.34,12.26
1960-03-02,9.03,7.84,9.89
1960-03-03,8.93,6.93,10.83
1960-03-04,7.42,5.04,9.41
1960-03-05,5.12,1.94,8.13
1960-03-06,4.95,1.61,9.5
1960-03-07,1.9,-1.61,5.6
1960-03-08,1.25,-1.6,4.25
1960-03-09,5.34,1.5,8.68
1960-03-10,7.52,4.34,12.49
1960-03-11,7.11,3.83,10.62
1960-03-12,8.15,3.3,13.54
1960-03-13,9.24,4.9,15.2
1960-03-14,10.42,6.61,14.61
1960-03-15,10.15,5.07,15.91
1960-03-16,7.26,3.97,10.48
1960-03-17,3.17,2.29,4.23
1960-03-18,3.97,1.79,6.55
1960-03-19,3.35,1.82,6.08
1960-03-20,3.21,1.26,4.92
1960-03-21,4.19,-0.22,8.83
1960-03-22,4.81,-0.3,9.89
1960-03-23,8.61,1.12,16.8
1960-03-24,10.14,4.63,14.95
1960-03-25,9.22,6.16,12.09
1960-03-26,8.51,5.36,12.14
1960-03-27,8.65,5.62,12.25
1960-03-28,9.15,7.21,12.0
1960-03-29,8.92,6.38,11.84
1960-03-30,8.78,5.7,13.07
1960-03-31,7.74,2.73,12.71
1960-04-01,8.12,4.62,11.04
1960-04-02,9.56,4.05,16.36
1960-04-03,12.4,7.58,17.63
1960-04-04,10.41,6.25,13.75
1960-04-05,11.49,5.44,15.98
1960-04-06,15.78,10.72,20.69
1960-04-07,15.96,12.5,20.24
1960-04-08,14.33,10.1,16.61
1960-04-09,12.52,7.89,17.75
1960-04-10,9.91,5.27,14.18
1960-04-11,8.52,4.73,11.55
1960-04-12,8.5,3.02,12.34
1960-04-13,12.01,8.38,15.63
1960-04-14,9.95,6.5,12.45
1960-04-15,7.47,4.17,11.43
1960-04-16,5.8,2.2,8.92
1960-04-17,6.6,1.33,10.8
1960-04-18,7.71,3.77,12.04
1960-04-19,11.01,5.95,17.43
1960-04-20,13.6,7.44,20.56
1960-04-21,10.34,5.91,14.84
1960-04-22,9.02,3.19,13.46
1960-04-23,8.3,4.39,11.58
1960-04-24,7.91,2.48,13.02
1960-04-25,6.53,4.57,8.51
1960-04-26,6.25,2.79,8.96
1960-04-27,5.69,0.38,9.49
1960-04-28,6.27,2.32,9.52
1960-04-29,5.33,2.02,9.39
1960-04-30,6.14,-0.47,11.66
1960-05-01,6.48,3.12,9.29
1960-05-02,6.23,2.31,9.12
1960-05-03,8.09,0.63,14.45
1960-05-04,10.21,1.03,17.1
1960-05-05,12.8,4.65,19.82
1960-05-06,14.41,6.35,22.02
1960-05-07,15.36,6.24,22.81
1960-05-08,17.33,9.94,24.08
1960-05-09,17.41,11.47,23.61
1960-05-10,16.71,10.64,21.67
1960-05-11,16.65,11.13,22.41
1960-05-12,18.32,12.84,24.19
1960-05-13,16.66,10.87,21.05
1960-05-14,14.86,10.92,18.95
1960-05-15,16.93,13.32,21.57
1960-05-16,15.38,10.48,18.81
1960-05-17,13.68,10.21,17.89
1960-05-18,14.17,9.72,18.89
1960-05-19,14.28,12.06,17.8
1960-05-20,13.86,11.29,16.65
1960-05-21,12.2,9.54,14.96
1960-05-22,11.73,8.96,13.91
1960-05-23,14.92,8.48,19.26
1960-05-24,12.89,7.55,15.91
1960-05-25,12.67,5.49,18.1
1960-05-26,15.23,7.28,21.33
1960-05-27,17.07,9.98,22.17
1960-05-28,15.1,11.16,18.52
1960-05-29,11.12,9.67,13.04
1960-05-30,11.12,7.53,14.85
1960-05-31,11.51,3.12,16.93
1960-06-01,14.79,7.03,20.71
1960-06-02,17.67,10.4,23.66
1960-06-03,19.11,12.06,24.79
1960-06-04,20.14,12.32,26.16
1960-06-05,20.05,14.87,24.56
1960-06-06,18.95,13.89,24.04
1960-06-07,14.79,9.94,19.2
1960-06-08,15.49,8.38,20.7
1960-06-09,14.59,12.51,17.86
1960-06-10,12.44,10.44,14.2
1960-06-11,13.39,9.44,15.62
1960-06-12,17.01,14.24,20.12
1960-06-13,14.42,10.19,17.68
1960-06-14,12.69,9.4,16.85
1960-06-15,13.71,7.29,19.37
1960-06-16,16.79,9.76,22.39
1960-06-17,18.39,15.23,22.72
1960-06-18,21.02,13.81,26.85
1960-06-19,18.3,11.81,22.18
1960-06-20,15.5,9.09,19.92
1960-06-21,14.66,10.32,17.71
1960-06-22,18.63,13.16,23.74
1960-06-23,21.22,14.35,28.85
1960-06-24,17.62,14.45,21.09
1960-06-25,17.98,14.01,23.17
1960-06-26,20.6,15.44,26.09
1960-06-27,15.09,11.85,18.12
1960-06-28,13.09,10.8,15.67
1960-06-29,11.73,9.39,14.58
1960-06-30,11.5,8.74,14.32
1960-07-01,11.83,7.55,14.85
1960-07-02,13.83,9.18,18.23
1960-07-03,11.89,7.4,15.48
1960-07-04,15.49,6.54,21.35
1960-07-05,15.85,13.05,18.05
1960-07-06,15.63,13.14,18.46
1960-07-07,15.84,12.18,19.48
1960-07-08,14.72,12.37,18.82
1960-07-09,15.31,12.15,19.08
1960-07-10,15.48,13.53,19.42
1960-07-11,16.4,14.05,19.52
1960-07-12,15.47,12.0,18.79
1960-07-13,16.47,10.99,20.62
1960-07-14,17.64,12.84,21.45
1960-07-15,14.87,11.05,18.83
1960-07-16,15.11,9.95,19.97
1960-07-17,15.84,13.09,18.79
1960-07-18,16.86,13.81,20.5
1960-07-19,16.18,13.21,19.47
1960-07-20,15.06,11.59,18.42
1960-07-21,15.0,11.65,19.45
1960-07-22,14.05,10.22,16.86
1960-07-23,12.57,9.8,17.16
1960-07-24,15.1,6.54,19.92
1960-07-25,16.97,14.5,20.16
1960-07-26,16.15,12.98,20.5
1960-07-27,15.06,10.88,19.19
1960-07-28,15.15,11.85,18.99
1960-07-29,19.47,15.34,23.52
1960-07-30,18.23,15.38,20.86
1960-07-31,14.1,12.4,16.02
1960-08-01,15.09,9.76,19.61
1960-08-02,14.39,11.09,17.64
1960-08-03,15.21,9.1,20.47
1960-08-04,16.83,9.92,22.16
1960-08-05,17.08,12.28,21.13
1960-08-06,16.45,10.97,20.29
1960-08-07,16.47,11.86,21.75
1960-08-08,16.72,10.74,21.62
1960-08-09,15.46,12.29,18.87
1960-08-10,14.74,12.21,17.76
1960-08-11,14.95,12.52,16.85
1960-08-12,13.73,9.68,15.57
1960-08-13,13.4,8.39,17.8
1960-08-14,14.83,11.89,19.2
1960-08-15,14.24,11.58,16.89
1960-08-16,13.92,10.57,17.58
1960-08-17,14.82,8.51,19.35
1960-08-18,14.91,11.36,18.55
1960-08-19,14.96,12.48,18.34
1960-08-20,15.61,12.11,20.24
1960-08-21,17.97,13.84,23.39
1960-08-22,21.56,15.87,26.96
1960-08-23,18.84,15.78,22.03
1960-08-24,19.83,14.93,24.26
1960-08-25,19.86,16.47,22.88
1960-08-26,17.68,14.14,21.43
1960-08-27,17.51,12.45,23.32
1960-08-28,17.7,14.23,20.88
1960-08-29,15.83,13.92,18.19
1960-08-30,14.67,13.24,16.55
1960-08-31,14.49,12.53,17.04
1960-09-01,14.57,12.53,17.16
1960-09-02,15.76,13.5,19.14
1960-09-03,17.19,14.61,18.97
1960-09-04,13.9,10.43,16.22
1960-09-05,12.45,9.1,16.6
1960-09-06,11.73,8.74,15.16
1960-09-07,12.82,9.11,16.15
1960-09-08,14.0,8.97,18.88
1960-09-09,15.08,8.86,20.88
1960-09-10,16.13,11.74,22.06
1960-09-11,16.3,10.28,23.38
1960-09-12,17.88,10.81,25.04
1960-09-13,16.06,10.92,21.68
1960-09-14,15.74,13.09,20.11
1960-09-15,15.6,13.62,18.44
1960-09-16,16.23,11.5,20.19
1960-09-17,13.14,10.59,17.04
1960-09-18,15.43,10.17,20.86
1960-09-19,14.59,11.72,18.0
1960-09-20,11.48,9.83,12.45
1960-09-21,10.19,9.16,11.34
1960-09-22,12.1,7.31,15.22
1960-09-23,13.25,10.61,16.67
1960-09-24,14.11,10.26,17.91
1960-09-25,13.03,9.56,17.55
1960-09-26,11.71,6.45,14.64
1960-09-27,10.18,7.28,14.26
1960-09-28,8.82,4.21,13.93
1960-09-29,9.37,5.77,14.14
1960-09-30,9.65,5.26,13.69
1960-10-01,12.48,10.27,15.18
1960-10-02,15.23,9.51,20.69
1960-10-03,16.32,13.54,18.46
1960-10-04,14.57,12.35,17.16
1960-10-05,14.55,11.98,18.03
1960-10-06,13.75,11.62,16.7
1960-10-07,12.75,10.44,15.6
1960-10-08,13.0,10.5,15.16
1960-10-09,11.69,9.65,13.89
1960-10-10,10.36,9.44,11.02
1960-10-11,9.54,6.58,11.18
1960-10-12,8.41,7.03,10.22
1960-10-13,7.11,3.81,11.63
1960-10-14,7.1,3.63,11.86
1960-10-15,6.46,1.94,10.77
1960-10-16,7.16,5.16,9.47
1960-10-17,7.05,3.7,11.42
1960-10-18,7.37,4.9,10.01
1960-10-19,9.16,6.7,12.57
1960-10-20,11.3,8.89,13.64
1960-10-21,10.71,8.89,12.58
1960-10-22,11.38,9.09,14.08
1960-10-23,12.09,10.28,15.18
1960-10-24,12.49,10.25,15.29
1960-10-25,12.56,10.64,16.44
1960-10-26,11.0,9.62,12.38
1960-10-27,10.59,9.11,13.33
1960-10-28,10.54,6.9,15.28
1960-10-29,9.76,8.25,11.27
1960-10-30,10.16,9.01,11.39
1960-10-31,10.58,7.48,12.2
1960-11-01,13.9,11.23,16.66
1960-11-02,11.18,9.59,13.82
1960-11-03,11.46,9.44,13.28
1960-11-04,10.55,7.2,12.48
1960-11-05,7.98,5.33,10.72
1960-11-06,7.23,5.16,9.41
1960-11-07,5.26,1.87,8.65
1960-11-08,2.47,-0.64,6.2
1960-11-09,2.25,0.5,5.84
1960-11-10,4.6,0.14,8.61
1960-11-11,8.72,6.97,11.26
1960-11-12,9.34,7.98,11.67
1960-11-13,7.27,4.79,9.67
1960-11-14,8.88,7.1,11.06
1960-11-15,9.52,7.84,11.36
1960-11-16,6.64,3.51,9.19
1960-11-17,5.37,3.16,7.89
1960-11-18,7.7,6.6,8.94
1960-11-19,7.17,5.73,8.44
1960-11-20,7.19,4.87,9.67
1960-11-21,8.1,5.18,11.02
1960-11-22,10.52,8.75,12.13
1960-11-23,8.31,6.32,9.82
1960-11-24,9.0,6.86,11.06
1960-11-25,11.36,9.42,14.47
1960-11-26,11.82,10.72,12.84
1960-11-27,9.55,6.81,11.07
1960-11-28,4.77,2.75,7.47
1960-11-29,5.73,2.29,9.25
1960-11-30,7.79,5.87,9.89
1960-12-01,8.45,6.08,10.53
1960-12-02,8.31,6.11,9.34
1960-12-03,7.86,5.49,11.02
1960-12-04,10.49,6.87,12.36
1960-12-05,6.56,5.0,7.7
1960-12-06,5.42,4.09,6.51
1960-12-07,4.05,2.32,5.25
1960-12-08,2.81,-0.21,5.29
1960-12-09,1.04,-0.0,2.53
1960-12-10,1.05,-0.26,2.05
1960-12-11,1.58,0.08,2.8
1960-12-12,1.22,-0.24,2.31
1960-12-13,0.13,-2.07,1.43
1960-12-14,-1.49,-2.27,-0.57
1960-12-15,-0.68,-1.82,0.19
1960-12-16,0.54,-1.05,1.64
1960-12-17,0.14,-1.2,1.54
1960-12-18,-1.93,-2.84,-1.04
1960-12-19,2.3,-0.9,5.09
1960-12-20,5.04,3.73,6.25
1960-12-21,3.68,3.01,4.39
1960-12-22,2.63,0.77,5.29
1960-12-23,1.38,-0.81,4.23
1960-12-24,2.78,2.04,3.94
1960-12-25,3.58,1.55,4.8
1960-12-26,6.07,4.27,7.64
