# Statistiques journalières de la température de l'air à 2 m à Bruxelles (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1965-03-26,8.85,3.69,11.42
1965-03-27,9.07,3.27,12.89
1965-03-28,10.14,5.0,17.83
1965-03-29,11.25,1.98,19.57
1965-03-30,10.13,4.12,17.26
1965-03-31,8.69,2.52,14.4
1965-04-01,9.26,2.01,16.69
1965-04-02,10.33,1.22,17.68
1965-04-03,10.95,1.95,19.04
1965-04-04,10.97,6.84,15.54
1965-04-05,12.17,7.96,17.23
1965-04-06,10.27,6.8,14.09
1965-04-07,8.9,6.55,11.34
1965-04-08,7.74,4.09,11.17
1965-04-09,7.58,4.07,11.26
1965-04-10,10.02,5.94,12.98
1965-04-11,9.28,4.53,12.43
1965-04-12,8.2,4.37,11.04
1965-04-13,6.93,3.37,11.17
1965-04-14,7.62,2.45,11.75
1965-04-15,9.78,7.68,11.96
1965-04-16,9.97,5.77,12.39
1965-04-17,8.97,6.61,11.04
1965-04-18,6.98,4.17,9.11
1965-04-19,4.69,1.38,6.79
1965-04-20,5.3,0.23,9.0
1965-04-21,6.46,4.41,7.69
1965-04-22,8.89,6.71,12.56
1965-04-23,7.89,5.33,10.15
1965-04-24,7.53,3.64,12.0
1965-04-25,7.15,3.8,10.19
1965-04-26,7.02,5.0,9.5
1965-04-27,6.8,5.02,8.99
1965-04-28,7.22,3.2,11.01
1965-04-29,7.15,4.26,8.8
1965-04-30,9.74,5.65,14.0
1965-05-01,11.47,4.21,17.84
1965-05-02,13.23,8.18,17.59
1965-05-03,12.97,11.12,15.28
1965-05-04,13.06,10.1,15.23
1965-05-05,10.74,8.89,13.39
1965-05-06,10.43,7.6,13.44
1965-05-07,12.61,9.99,15.41
1965-05-08,13.44,10.98,15.86
1965-05-09,13.72,11.01,15.87
1965-05-10,10.67,6.45,12.84
1965-05-11,9.31,3.59,14.29
1965-05-12,11.83,3.54,18.56
1965-05-13,15.56,6.69,22.56
1965-05-14,18.58,11.05,25.56
1965-05-15,18.6,13.57,24.23
1965-05-16,14.69,11.22,18.24
1965-05-17,13.88,11.25,16.67
1965-05-18,12.77,9.38,16.52
1965-05-19,8.53,3.8,11.39
1965-05-20,8.53,2.8,12.92
1965-05-21,10.77,2.39,16.44
1965-05-22,14.13,8.52,19.89
1965-05-23,15.74,9.06,21.97
1965-05-24,14.14,9.81,17.81
1965-05-25,12.29,8.67,16.56
1965-05-26,11.59,7.09,15.36
1965-05-27,11.05,9.34,12.91
1965-05-28,11.97,10.25,14.26
1965-05-29,13.38,9.1,17.1
1965-05-30,9.75,7.16,13.6
1965-05-31,9.51,5.8,12.84
1965-06-01,10.4,6.36,13.44
1965-06-02,13.38,8.28,18.34
1965-06-03,11.86,7.58,15.69
1965-06-04,12.06,9.01,14.61
1965-06-05,12.6,7.16,16.54
1965-06-06,13.49,11.09,16.56
1965-06-07,14.55,9.37,18.89
1965-06-08,13.56,10.65,15.68
1965-06-09,12.06,9.98,14.29
1965-06-10,15.35,10.53,20.12
1965-06-11,14.03,10.29,18.46
1965-06-12,15.65,10.47,19.17
1965-06-13,16.15,12.73,20.22
1965-06-14,17.29,12.81,21.33
1965-06-15,19.04,13.51,24.41
1965-06-16,16.36,14.88,17.78
1965-06-17,14.52,11.1,17.62
1965-06-18,16.66,12.06,19.99
1965-06-19,16.1,10.51,19.95
1965-06-20,15.5,8.51,21.52
1965-06-21,19.52,11.77,25.24
1965-06-22,16.45,14.01,19.61
1965-06-23,16.57,11.96,20.68
1965-06-24,17.06,12.77,21.13
1965-06-25,19.42,13.34,25.51
1965-06-26,16.4,11.16,19.42
1965-06-27,14.01,9.31,18.27
1965-06-28,14.88,8.0,20.79
1965-06-29,17.39,9.19,23.69
1965-06-30,18.95,13.84,24.21
1965-07-01,13.97,9.41,16.97
1965-07-02,13.57,6.59,18.46
1965-07-03,12.72,8.21,15.63
1965-07-04,11.04,7.2,13.98
1965-07-05,12.48,7.26,16.11
1965-07-06,14.2,11.68,16.96
1965-07-07,15.36,11.35,19.95
1965-07-08,12.74,10.2,14.82
1965-07-09,12.63,8.61,15.58
1965-07-10,14.64,10.74,17.53
1965-07-11,17.88,13.84,21.47
1965-07-12,17.97,14.79,20.48
1965-07-13,20.0,13.17,25.84
1965-07-14,19.4,15.99,22.32
1965-07-15,17.4,14.58,20.1
1965-07-16,14.02,12.12,15.34
1965-07-17,16.05,12.54,19.45
1965-07-18,17.4,12.98,22.0
1965-07-19,18.35,13.12,22.98
1965-07-20,18.57,15.51,22.56
1965-07-21,15.67,13.49,18.51
1965-07-22,15.26,12.85,18.28
1965-07-23,14.41,12.28,16.88
1965-07-24,15.2,11.67,19.14
1965-07-25,14.96,11.53,18.39
1965-07-26,15.17,11.84,18.0
1965-07-27,14.64,12.82,16.8
1965-07-28,15.1,12.71,16.9
1965-07-29,16.21,14.31,18.51
1965-07-30,14.87,12.49,17.46
1965-07-31,13.36,9.07,16.54
1965-08-01,13.21,7.77,17.49
1965-08-02,14.85,9.96,19.1
1965-08-03,16.09,13.5,19.26
1965-08-04,17.41,14.09,21.96
1965-08-05,20.48,14.82,26.31
1965-08-06,17.83,14.16,21.13
1965-08-07,15.88,14.36,18.76
1965-08-08,14.79,11.6,18.28
1965-08-09,14.79,10.51,18.93
1965-08-10,16.14,12.24,19.92
1965-08-11,17.41,11.73,22.6
1965-08-12,17.23,11.32,22.69
1965-08-13,18.59,11.97,24.91
1965-08-14,18.49,14.33,21.8
1965-08-15,18.43,15.0,21.5
1965-08-16,19.0,14.28,23.55
1965-08-17,18.5,13.81,23.56
1965-08-18,17.96,14.32,22.29
1965-08-19,18.27,12.52,23.59
1965-08-20,17.08,11.77,19.82
1965-08-21,14.89,11.38,18.04
1965-08-22,14.64,11.05,17.57
1965-08-23,13.97,9.52,18.28
1965-08-24,14.52,10.07,17.82
1965-08-25,14.14,12.21,15.99
1965-08-26,14.07,11.64,16.7
1965-08-27,15.27,10.02,19.65
1965-08-28,14.61,6.61,21.12
1965-08-29,15.36,10.94,18.53
1965-08-30,13.91,9.61,17.68
1965-08-31,12.37,9.37,14.81
1965-09-01,11.6,7.77,14.23
1965-09-02,12.85,9.45,14.9
1965-09-03,13.47,12.01,15.91
1965-09-04,14.11,12.47,16.24
1965-09-05,12.0,9.54,15.21
1965-09-06,11.67,9.46,14.76
1965-09-07,12.85,9.75,16.1
1965-09-08,14.6,11.35,17.64
1965-09-09,12.77,9.23,15.02
1965-09-10,11.22,7.43,15.31
1965-09-11,10.58,8.62,12.39
1965-09-12,11.95,9.63,15.11
1965-09-13,12.0,8.21,14.44
1965-09-14,11.72,6.7,17.31
1965-09-15,14.63,9.45,20.16
1965-09-16,16.67,10.89,21.94
1965-09-17,17.97,14.42,20.81
1965-09-18,14.75,11.19,19.75
1965-09-19,11.94,7.14,17.19
1965-09-20,11.42,4.76,17.83
1965-09-21,12.97,6.11,18.92
1965-09-22,13.5,6.86,20.28
1965-09-23,14.96,8.73,20.89
1965-09-24,17.52,13.84,21.19
1965-09-25,19.52,15.36,24.02
1965-09-26,14.68,12.08,18.44
1965-09-27,12.85,8.12,17.53
1965-09-28,11.39,9.8,13.58
1965-09-29,12.34,9.79,16.2
1965-09-30,13.43,11.02,16.37
1965-10-01,13.92,12.09,16.8
1965-10-02,12.61,9.96,14.77
1965-10-03,12.46,8.3,17.49
1965-10-04,14.73,9.0,21.62
1965-10-05,15.18,9.68,21.24
1965-10-06,15.16,9.98,21.34
1965-10-07,16.41,12.09,22.47
1965-10-08,12.71,11.21,13.7
1965-10-09,10.65,6.16,13.74
1965-10-10,8.19,3.44,13.55
1965-10-11,9.29,4.01,13.47
1965-10-12,10.88,6.93,12.87
1965-10-13,8.38,2.13,15.74
1965-10-14,10.95,5.46,16.57
1965-10-15,11.36,7.39,12.99
1965-10-16,8.93,5.68,13.1
1965-10-17,7.09,3.49,11.64
1965-10-18,6.81,2.16,12.05
1965-10-19,8.15,4.67,12.72
1965-10-20,8.21,3.76,14.12
1965-10-21,7.71,3.07,13.17
1965-10-22,6.06,2.26,12.09
1965-10-23,5.76,-0.04,12.59
1965-10-24,8.73,4.46,14.07
1965-10-25,7.29,2.04,13.0
1965-10-26,10.54,5.32,17.32
1965-10-27,12.6,9.76,15.63
1965-10-28,14.13,11.41,17.5
1965-10-29,10.45,6.52,13.47
1965-10-30,9.95,5.79,12.73
1965-10-31,10.66,8.53,12.06
1965-11-01,12.42,9.16,14.38
1965-11-02,8.86,5.9,11.38
1965-11-03,5.49,2.06,8.18
1965-11-04,2.82,-0.84,7.41
1965-11-05,2.36,-1.4,7.72
1965-11-06,4.39,-0.84,9.45
1965-11-07,12.66,8.89,16.67
1965-11-08,10.34,5.88,13.43
1965-11-09,8.73,4.48,12.58
1965-11-10,8.26,6.77,9.22
1965-11-11,7.4,6.15,8.37
1965-11-12,3.54,0.9,5.99
1965-11-13,-1.15,-2.86,0.84
1965-11-14,-2.35,-4.13,-1.23
1965-11-15,-2.18,-5.3,-0.62
1965-11-16,-3.07,-6.48,-0.71
1965-11-17,2.29,-1.09,5.31
1965-11-18,5.99,4.33,7.35
1965-11-19,7.18,6.2,8.65
1965-11-20,5.22,2.76,6.97
1965-11-21,-0.25,-1.67,2.46
1965-11-22,-1.62,-4.17,0.69
1965-11-23,-0.08,-2.09,1.81
1965-11-24,2.31,0.18,4.43
1965-11-25,4.02,-0.53,6.68
1965-11-26,2.75,0.92,6.29
1965-11-27,4.48,0.64,7.39
1965-11-28,3.16,0.63,5.27
1965-11-29,5.4,0.62,9.34
1965-11-30,2.63,0.36,4.5
1965-12-01,3.11,0.58,5.08
1965-12-02,3.55,-0.65,7.53
1965-12-03,5.62,4.65,6.66
1965-12-04,5.26,4.44,6.33
1965-12-05,8.45,5.65,13.14
1965-12-06,5.52,3.55,6.89
1965-12-07,3.72,2.24,4.78
1965-12-08,2.51,-0.03,4.08
1965-12-09,6.27,2.54,9.52
1965-12-10,5.73,2.28,7.23
1965-12-11,2.98,1.5,4.62
1965-12-12,4.35,2.64,8.12
1965-12-13,8.79,6.49,11.13
1965-12-14,5.84,4.58,6.75
1965-12-15,4.25,2.85,6.14
1965-12-16,5.15,3.83,6.46
1965-12-17,7.91,4.88,11.38
1965-12-18,12.67,11.3,13.24
1965-12-19,10.85,5.98,12.84
1965-12-20,4.96,4.17,5.79
1965-12-21,4.43,2.72,5.29
1965-12-22,4.88,3.71,6.28
1965-12-23,4.21,2.69,6.29
1965-12-24,6.56,5.47,8.23
1965-12-25,5.95,3.06,7.26
1965-12-26,2.21,0.62,3.99
1965-12-27,0.77,-2.46,1.62
1965-12-28,-0.66,-3.03,1.93
1965-12-29,-0.6,-3.01,1.05
1965-12-30,3.82,0.85,5.46
1965-12-31,6.36,3.85,9.1
1966-01-01,9.38,7.79,11.04
1966-01-02,7.39,6.46,8.34
1966-01-03,4.5,0.86,6.66
1966-01-04,1.78,-0.26,4.86
1966-01-05,0.13,-2.13,2.7
1966-01-06,-0.06,-1.93,2.99
1966-01-07,-0.29,-2.58,3.06
1966-01-08,0.37,-2.77,5.51
1966-01-09,-2.6,-4.29,-0.08
1966-01-10,-3.35,-5.05,-0.58
1966-01-11,-5.4,-6.32,-3.97
1966-01-12,-4.0,-6.61,-1.53
1966-01-13,-3.46,-5.24,-1.97
1966-01-14,-5.8,-8.65,-3.98
1966-01-15,-6.62,-10.73,-3.42
1966-01-16,-5.7,-7.31,-4.44
1966-01-17,-7.37,-9.99,-5.93
1966-01-18,-8.98,-11.11,-5.84
1966-01-19,-7.23,-11.09,-1.9
1966-01-20,-2.31,-6.53,3.09
1966-01-21,2.12,0.99,3.32
1966-01-22,3.94,2.16,5.4
1966-01-23,2.4,1.28,3.64
1966-01-24,2.66,-0.32,4.92
1966-01-25,4.74,3.44,6.32
1966-01-26,5.58,3.61,7.19
1966-01-27,7.14,5.88,8.27
1966-01-28,7.37,3.67,9.96
1966-01-29,10.06,7.94,12.45
1966-01-30,12.11,10.97,13.31
1966-01-31,10.65,9.94,11.47
1966-02-01,10.06,7.92,12.39
1966-02-02,9.69,8.07,11.64
1966-02-03,6.79,4.65,9.6
1966-02-04,6.97,4.67,9.21
1966-02-05,11.62,9.24,13.76
1966-02-06,11.14,6.87,13.08
1966-02-07,8.09,6.58,9.6
1966-02-08,10.16,7.63,12.99
1966-02-09,8.76,5.49,10.49
1966-02-10,7.48,6.11,9.22
1966-02-11,5.88,3.65,7.0
1966-02-12,1.53,0.55,3.47
1966-02-13,1.13,-0.32,2.32
1966-02-14,1.88,0.67,3.39
1966-02-15,1.92,-0.21,4.97
1966-02-16,1.78,-1.16,6.0
1966-02-17,0.4,-0.84,1.59
1966-02-18,2.08,-1.62,6.27
1966-02-19,8.18,6.4,11.45
1966-02-20,9.6,7.07,12.14
1966-02-21,9.33,7.4,11.36
1966-02-22,9.03,6.37,12.62
1966-02-23,6.72,3.15,9.62
1966-02-24,8.63,4.97,11.2
1966-02-25,11.37,8.78,13.81
1966-02-26,10.56,8.25,13.61
1966-02-27,10.1,7.47,12.75
1966-02-28,7.92,5.73,10.64
1966-03-01,7.02,4.76,9.15
1966-03-02,8.62,4.92,11.98
1966-03-03,6.78,5.18,8.96
1966-03-04,5.9,2.97,9.28
1966-03-05,6.04,4.11,7.92
1966-03-06,5.68,0.34,10.87
1966-03-07,5.67,2.66,9.73
1966-03-08,6.73,1.91,13.02
1966-03-09,5.9,3.45,10.16
1966-03-10,7.06,4.36,9.21
1966-03-11,7.02,3.55,8.36
1966-03-12,4.45,2.56,6.75
1966-03-13,3.59,0.65,5.6
1966-03-14,3.52,-0.57,7.04
1966-03-15,6.87,4.22,9.79
1966-03-16,6.98,4.76,9.24
1966-03-17,7.78,5.83,9.46
1966-03-18,6.24,4.63,8.06
1966-03-19,5.38,1.71,7.74
1966-03-20,3.69,-3.45,9.78
1966-03-21,4.95,-1.58,10.81
1966-03-22,7.63,5.21,10.77
1966-03-23,6.56,4.75,8.39
1966-03-24,4.16,0.44,6.53
1966-03-25,1.45,-0.87,3.65
1966-03-26,2.75,-0.82,7.82
1966-03-27,7.94,6.37,8.94
1966-03-28,5.16,1.16,7.48
1966-03-29,2.3,0.32,4.99
1966-03-30,5.1,0.57,8.46
1966-03-31,7.3,4.76,10.32
1966-04-01,8.71,4.95,12.35
1966-04-02,9.73,6.77,13.59
1966-04-03,8.04,4.39,10.48
1966-04-04,5.81,2.69,8.71
1966-04-05,7.87,-0.6,14.95
1966-04-06,11.62,8.88,13.25
1966-04-07,11.63,9.23,14.74
1966-04-08,11.77,9.67,14.09
1966-04-09,11.26,8.13,13.97
1966-04-10,10.87,6.78,13.84
1966-04-11,9.76,6.8,13.13
1966-04-12,8.89,6.76,12.35
1966-04-13,5.74,1.89,7.62
1966-04-14,0.71,-1.01,2.2
1966-04-15,4.83,2.45,7.81
1966-04-16,6.74,5.4,8.66
1966-04-17,7.56,4.87,10.91
1966-04-18,9.46,5.17,12.14
1966-04-19,11.6,8.79,14.19
1966-04-20,9.19,4.9,13.16
1966-04-21,7.62,4.13,11.57
1966-04-22,10.3,4.17,14.46
1966-04-23,13.43,10.4,15.7
1966-04-24,12.09,9.6,14.79
1966-04-25,11.23,7.04,15.8
1966-04-26,12.36,4.31,17.98
1966-04-27,14.08,10.3,18.91
1966-04-28,11.38,6.31,15.25
1966-04-29,10.16,3.4,15.75
1966-04-30,13.79,6.32,19.45
1966-05-01,16.71,7.87,24.32
1966-05-02,18.14,8.73,25.79
1966-05-03,16.75,11.69,23.14
1966-05-04,12.74,9.06,17.54
1966-05-05,12.15,10.08,15.24
1966-05-06,10.94,7.44,14.44
1966-05-07,9.14,6.13,12.3
1966-05-08,9.14,3.08,13.32
1966-05-09,11.16,8.17,15.15
1966-05-10,9.76,6.44,13.36
1966-05-11,11.28,5.86,15.05
1966-05-12,14.32,10.8,18.45
1966-05-13,15.33,10.16,20.55
1966-05-14,15.03,8.55,20.09
1966-05-15,15.78,8.7,21.29
1966-05-16,17.89,11.76,23.6
1966-05-17,18.92,13.18,24.89
1966-05-18,14.14,10.29,18.41
1966-05-19,12.78,7.83,16.56
1966-05-20,12.8,8.95,15.97
1966-05-21,13.85,8.68,17.55
1966-05-22,16.32,8.97,25.1
1966-05-23,12.29,9.37,15.91
1966-05-24,11.97,5.56,16.33
1966-05-25,11.71,9.13,14.33
1966-05-26,12.24,9.88,14.23
1966-05-27,11.63,7.52,15.09
1966-05-28,10.12,7.27,14.07
1966-05-29,10.7,5.7,16.26
1966-05-30,12.15,5.35,18.19
1966-05-31,11.34,8.76,14.55
1966-06-01,12.51,9.05,17.36
1966-06-02,13.84,8.7,18.64
1966-06-03,16.21,8.52,22.44
1966-06-04,19.54,12.38,25.82
1966-06-05,17.78,14.14,21.86
1966-06-06,16.82,13.91,19.86
1966-06-07,17.19,12.82,21.78
1966-06-08,19.72,13.23,25.13
1966-06-09,21.9,14.04,28.29
1966-06-10,22.41,17.41,26.67
1966-06-11,20.01,16.03,24.86
1966-06-12,18.02,15.29,20.6
1966-06-13,19.08,14.58,23.1
1966-06-14,18.17,12.02,22.76
1966-06-15,20.89,14.45,27.07
1966-06-16,22.04,15.71,27.36
1966-06-17,19.26,15.12,22.02
1966-06-18,14.45,11.07,19.32
1966-06-19,14.23,9.89,18.22
1966-06-20,14.49,12.59,18.83
1966-06-21,14.98,12.58,17.98
1966-06-22,17.25,12.77,21.27
1966-06-23,16.73,12.2,19.19
1966-06-24,14.34,11.78,16.83
1966-06-25,15.66,13.02,18.96
1966-06-26,15.8,13.2,19.95
1966-06-27,15.06,12.47,18.1
1966-06-28,13.54,11.19,15.47
1966-06-29,12.31,11.12,13.45
1966-06-30,14.15,10.3,18.58
1966-07-01,16.1,9.48,21.8
1966-07-02,19.01,11.06,24.83
1966-07-03,19.98,13.05,25.78
1966-07-04,19.04,16.04,22.93
1966-07-05,17.87,14.4,22.12
1966-07-06,14.54,11.77,16.89
1966-07-07,13.84,10.38,17.68
1966-07-08,14.88,10.28,18.17
1966-07-09,18.36,14.87,22.06
1966-07-10,18.22,14.87,21.78
1966-07-11,14.47,10.72,16.88
1966-07-12,16.09,9.62,21.14
1966-07-13,16.81,14.76,18.81
1966-07-14,15.11,11.83,18.39
1966-07-15,14.84,10.86,18.17
1966-07-16,14.19,10.3,16.88
1966-07-17,11.96,9.2,14.51
1966-07-18,13.12,8.45,16.31
1966-07-19,15.94,13.72,20.03
1966-07-20,15.9,12.69,18.63
1966-07-21,16.33,13.2,19.28
1966-07-22,16.07,13.01,18.44
1966-07-23,17.23,12.14,23.38
1966-07-24,18.39,13.36,22.96
1966-07-25,14.75,10.75,17.76
1966-07-26,14.25,10.08,17.61
1966-07-27,15.51,11.25,17.91
1966-07-28,13.99,8.88,18.42
1966-07-29,14.6,11.89,16.85
1966-07-30,14.15,11.27,16.63
1966-07-31,14.53,11.83,17.46
1966-08-01,13.83,11.67,16.55
1966-08-02,14.6,10.62,17.87
1966-08-03,17.76,14.02,20.24
1966-08-04,16.53,12.98,19.51
1966-08-05,14.1,11.43,16.86
1966-08-06,14.62,10.44,18.48
1966-08-07,16.37,13.78,19.2
1966-08-08,14.89,11.54,17.63
1966-08-09,15.57,10.6,19.71
1966-08-10,19.67,16.5,22.79
1966-08-11,20.8,17.44,25.69
1966-08-12,22.29,15.05,28.2
1966-08-13,22.46,16.61,30.17
1966-08-14,16.51,12.63,20.47
1966-08-15,13.06,8.99,16.29
1966-08-16,13.1,7.29,17.12
1966-08-17,14.75,8.25,19.71
1966-08-18,18.01,11.8,23.4
1966-08-19,20.26,15.09,24.9
1966-08-20,20.3,15.33,25.55
1966-08-21,19.49,14.69,24.39
1966-08-22,15.15,12.82,16.5
1966-08-23,13.56,8.82,16.13
1966-08-24,11.24,7.37,15.23
1966-08-25,11.37,7.5,15.97
1966-08-26,12.42,5.5,17.18
1966-08-27,14.58,9.4,19.7
1966-08-28,16.08,10.82,21.35
1966-08-29,17.42,12.73,22.26
1966-08-30,16.21,12.64,19.3
1966-08-31,14.87,11.98,18.14
1966-09-01,15.84,13.35,18.82
1966-09-02,16.95,15.17,19.47
1966-09-03,16.55,13.34,20.27
1966-09-04,16.42,13.1,19.52
1966-09-05,16.9,14.2,20.59
1966-09-06,17.32,13.78,22.24
1966-09-07,16.66,11.7,22.42
1966-09-08,16.6,11.81,20.82
1966-09-09,13.51,7.06,19.64
1966-09-10,16.78,12.01,22.99
1966-09-11,16.88,10.57,23.17
1966-09-12,19.75,14.91,25.53
1966-09-13,15.71,12.99,18.1
1966-09-14,15.23,11.53,18.66
1966-09-15,14.79,11.52,16.86
1966-09-16,12.03,7.27,15.27
1966-09-17,11.35,6.06,15.88
1966-09-18,12.32,7.03,16.52
1966-09-19,12.58,7.03,17.99
1966-09-20,13.51,6.73,20.42
1966-09-21,13.84,5.62,21.13
1966-09-22,12.3,8.46,16.53
1966-09-23,12.52,6.96,17.41
1966-09-24,13.48,9.66,16.56
1966-09-25,12.91,10.71,15.26
1966-09-26,12.07,8.69,16.62
1966-09-27,11.24,7.19,16.34
1966-09-28,12.17,7.26,17.88
1966-09-29,13.49,8.32,19.98
1966-09-30,16.26,12.39,20.45
1966-10-01,15.77,12.68,19.13
1966-10-02,14.49,10.92,17.5
1966-10-03,18.9,15.57,21.94
1966-10-04,19.0,16.33,21.66
1966-10-05,15.41,13.69,16.45
1966-10-06,15.54,10.7,20.06
1966-10-07,15.31,10.22,20.89
1966-10-08,15.26,13.52,17.7
1966-10-09,13.2,11.67,14.76
1966-10-10,12.81,11.46,14.7
1966-10-11,12.0,6.78,15.92
1966-10-12,10.84,6.3,14.85
1966-10-13,14.06,10.71,17.27
1966-10-14,16.21,13.84,19.42
1966-10-15,14.94,12.1,18.68
1966-10-16,13.02,11.43,15.38
1966-10-17,11.59,9.34,14.14
1966-10-18,11.92,9.72,13.79
1966-10-19,12.46,11.1,14.98
1966-10-20,11.53,10.42,13.56
1966-10-21,11.29,9.56,13.88
1966-10-22,11.95,9.35,14.98
1966-10-23,11.44,6.95,14.49
1966-10-24,6.93,6.02,7.39
1966-10-25,7.63,5.98,8.93
1966-10-26,7.24,3.74,10.48
1966-10-27,7.25,5.79,9.41
1966-10-28,6.26,3.99,8.11
1966-10-29,3.54,0.47,7.25
1966-10-30,3.07,0.01,7.2
1966-10-31,2.63,-0.98,7.64
1966-11-01,1.32,-1.49,5.68
1966-11-02,-1.07,-4.01,2.41
1966-11-03,-1.57,-4.41,1.34
1966-11-04,-0.93,-1.99,1.21
1966-11-05,3.3,-1.84,10.32
1966-11-06,13.34,10.49,15.2
1966-11-07,13.73,11.49,15.82
1966-11-08,11.35,9.44,13.52
1966-11-09,9.47,8.12,11.22
1966-11-10,6.16,2.81,8.17
1966-11-11,3.2,0.71,6.95
1966-11-12,1.14,-1.47,4.71
1966-11-13,1.45,-0.92,4.09
1966-11-14,3.07,1.96,4.45
1966-11-15,5.89,2.52,9.02
1966-11-16,5.44,4.75,6.42
1966-11-17,5.67,3.55,7.22
1966-11-18,3.93,2.44,5.32
1966-11-19,3.21,2.1,4.08
1966-11-20,3.28,2.32,4.38
1966-11-21,4.73,2.92,6.55
1966-11-22,4.44,3.47,5.41
1966-11-23,3.55,2.07,4.37
1966-11-24,2.5,1.36,3.51
1966-11-25,3.25,1.35,5.05
1966-11-26,5.07,2.87,7.08
1966-11-27,7.99,6.73,8.85
1966-11-28,6.17,1.79,8.3
1966-11-29,1.93,0.66,4.14
1966-11-30,4.32,1.83,6.19
1966-12-01,6.08,2.98,9.6
1966-12-02,5.89,4.65,7.07
1966-12-03,2.79,0.64,4.55
1966-12-04,3.88,1.18,6.59
1966-12-05,2.6,0.64,4.96
1966-12-06,0.91,0.28,1.95
1966-12-07,2.21,0.54,3.58
1966-12-08,4.06,2.16,7.46
1966-12-09,4.8,2.26,6.75
1966-12-10,6.89,3.93,9.29
1966-12-11,4.18,2.71,5.51
1966-12-12,7.44,4.09,9.53
1966-12-13,4.77,3.6,5.94
1966-12-14,2.86,0.94,4.98
1966-12-15,0.75,-2.09,3.19
1966-12-16,5.6,3.36,7.43
1966-12-17,5.87,3.36,8.09
1966-12-18,8.99,6.1,10.12
1966-12-19,6.48,3.49,9.87
1966-12-20,6.63,2.66,10.29
1966-12-21,3.01,1.86,3.88
1966-12-22,5.61,3.15,6.8
1966-12-23,7.62,5.45,9.41
1966-12-24,6.18,2.48,8.74
1966-12-25,2.24,-0.89,4.14
1966-12-26,-0.84,-2.82,1.86
1966-12-27,1.54,-1.11,4.64
1966-12-28,5.27,3.48,7.07
1966-12-29,9.97,7.12,12.14
1966-12-30,5.95,1.35,9.46
1966-12-31,8.08,2.66,10.87
1967-01-01,4.11,1.88,6.41
1967-01-02,1.68,0.24,3.16
1967-01-03,1.51,-0.38,2.86
1967-01-04,0.9,-0.33,2.64
1967-01-05,0.47,-0.36,1.62
1967-01-06,-3.09,-5.43,-0.22
1967-01-07,-5.81,-7.44,-4.43
1967-01-08,-5.59,-7.92,-3.82
1967-01-09,-4.4,-6.92,-2.02
1967-01-10,-2.32,-4.7,-0.63
1967-01-11,1.34,-0.65,3.11
1967-01-12,2.48,1.68,3.7
1967-01-13,4.75,3.62,5.72
1967-01-14,4.87,3.79,5.71
1967-01-15,3.61,2.98,4.14
1967-01-16,2.33,-0.8,3.76
1967-01-17,0.99,-2.35,4.54
1967-01-18,3.86,0.56,5.9
1967-01-19,5.51,3.8,7.4
1967-01-20,6.11,3.67,7.96
1967-01-21,6.85,4.45,8.11
1967-01-22,3.86,1.67,5.8
1967-01-23,4.21,2.81,6.22
1967-01-24,5.83,4.25,7.08
1967-01-25,6.17,4.31,8.23
1967-01-26,6.33,2.73,9.01
1967-01-27,7.92,2.93,10.67
1967-01-28,9.96,8.99,11.3
1967-01-29,9.19,7.61,11.96
1967-01-30,8.94,6.93,11.13
1967-01-31,8.64,6.74,10.24
1967-02-01,8.37,7.02,10.11
1967-02-02,10.01,9.12,10.6
1967-02-03,10.27,9.25,11.07
1967-02-04,6.4,2.81,9.09
1967-02-05,3.57,0.75,5.35
1967-02-06,3.28,2.21,4.6
1967-02-07,3.46,1.79,5.27
1967-02-08,3.51,1.63,5.65
1967-02-09,3.18,1.29,5.63
1967-02-10,3.35,1.27,5.47
1967-02-11,2.16,-0.33,5.65
1967-02-12,1.27,-1.76,5.54
1967-02-13,-1.17,-3.11,1.38
1967-02-14,-1.43,-4.43,2.06
1967-02-15,1.48,-3.57,5.86
1967-02-16,5.83,3.08,8.35
1967-02-17,5.53,2.35,7.77
1967-02-18,4.67,1.25,7.02
1967-02-19,7.88,5.13,10.14
1967-02-20,6.9,4.74,12.06
1967-02-21,8.68,5.42,12.17
1967-02-22,7.68,4.87,11.13
1967-02-23,7.65,3.2,11.68
1967-02-24,4.36,0.92,7.9
1967-02-25,7.12,2.99,11.47
1967-02-26,8.47,6.45,10.16
1967-02-27,7.37,4.8,8.99
1967-02-28,8.77,5.39,10.74
1967-03-01,5.81,3.79,7.56
1967-03-02,7.41,5.29,9.51
1967-03-03,6.92,4.75,9.28
1967-03-04,6.73,4.6,9.48
1967-03-05,7.56,4.91,9.81
1967-03-06,7.25,4.59,10.42
1967-03-07,8.02,3.98,11.37
1967-03-08,11.01,9.66,12.18
1967-03-09,12.5,8.98,14.09
1967-03-10,8.21,6.79,9.59
1967-03-11,7.01,4.85,8.39
1967-03-12,6.11,2.81,9.29
1967-03-13,4.64,1.5,7.44
1967-03-14,5.74,1.79,9.19
1967-03-15,7.77,4.66,11.16
1967-03-16,5.59,2.8,8.45
1967-03-17,6.17,2.61,8.85
1967-03-18,6.31,4.09,8.84
1967-03-19,5.63,3.82,7.9
1967-03-20,7.99,4.78,11.19
1967-03-21,8.73,5.72,11.83
